Voltage(V)	Current(A)	PD Current(A)	J (mA/cm2)	L (cd/m2)	Cur Eff (cd/A)	Power Eff (lm/W)	EQE(%)	CIE X	CIE Y	Wav (nm)	Intensity (au)	NeV (V)	NeJ (mA/cm2))
										6.117E+2	2.173E-3		
										6.120E+2	2.282E-3		
										6.123E+2	2.403E-3		
										6.127E+2	2.528E-3		
										6.130E+2	2.649E-3		
										6.133E+2	2.753E-3		
										6.137E+2	2.941E-3		
										6.140E+2	3.010E-3		
										6.144E+2	3.161E-3		
										6.147E+2	3.302E-3		
										6.150E+2	3.532E-3		
										6.154E+2	3.669E-3		
										6.157E+2	3.791E-3		
										6.160E+2	3.983E-3		
										6.164E+2	4.148E-3		
										6.167E+2	4.283E-3		
										6.171E+2	4.482E-3		
										6.174E+2	4.627E-3		
										6.177E+2	4.857E-3		
										6.181E+2	5.091E-3		
										6.184E+2	5.259E-3		
										6.188E+2	5.404E-3		
										6.191E+2	5.656E-3		
										6.194E+2	5.847E-3		
										6.198E+2	6.124E-3		
										6.201E+2	6.277E-3		
										6.204E+2	6.492E-3		
										6.208E+2	6.680E-3		
										6.211E+2	6.913E-3		
										6.215E+2	7.111E-3		
										6.218E+2	7.271E-3		
										6.221E+2	7.633E-3		
										6.225E+2	7.771E-3		
										6.228E+2	7.939E-3		
										6.231E+2	8.071E-3		
										6.235E+2	8.416E-3		
										6.238E+2	8.615E-3		
										6.241E+2	8.846E-3		
										6.245E+2	9.021E-3		
										6.248E+2	9.166E-3		
										6.252E+2	9.360E-3		
										6.255E+2	9.492E-3		
										6.258E+2	9.739E-3		
										6.262E+2	9.814E-3		
										6.265E+2	1.005E-2		
										6.268E+2	1.009E-2		
										6.272E+2	1.021E-2		
										6.275E+2	1.035E-2		
										6.278E+2	1.053E-2		
										6.282E+2	1.059E-2		
										6.285E+2	1.069E-2		
										6.288E+2	1.070E-2		
										6.292E+2	1.072E-2		
										6.295E+2	1.083E-2		
										6.299E+2	1.086E-2		
										6.302E+2	1.090E-2		
										6.305E+2	1.095E-2		
										6.309E+2	1.096E-2		
										6.312E+2	1.095E-2		
										6.315E+2	1.109E-2		
										6.319E+2	1.101E-2		
										6.322E+2	1.097E-2		
										6.325E+2	1.095E-2		
										6.329E+2	1.098E-2		
										6.332E+2	1.093E-2		
										6.335E+2	1.080E-2		
										6.339E+2	1.084E-2		
										6.342E+2	1.083E-2		
										6.345E+2	1.065E-2		
										6.349E+2	1.059E-2		
										6.352E+2	1.053E-2		
										6.356E+2	1.039E-2		
										6.359E+2	1.037E-2		
										6.362E+2	1.023E-2		
										6.366E+2	1.010E-2		
										6.369E+2	9.939E-3		
										6.372E+2	9.819E-3		
										6.376E+2	9.747E-3		
										6.379E+2	9.517E-3		
										6.382E+2	9.283E-3		
										6.386E+2	9.145E-3		
										6.389E+2	8.918E-3		
										6.392E+2	8.818E-3		
										6.396E+2	8.668E-3		
										6.399E+2	8.320E-3		
										6.402E+2	8.200E-3		
										6.406E+2	7.954E-3		
										6.409E+2	7.805E-3		
										6.412E+2	7.647E-3		
										6.416E+2	7.374E-3		
										6.419E+2	7.192E-3		
										6.422E+2	6.970E-3		
										6.426E+2	6.826E-3		
										6.429E+2	6.617E-3		
										6.433E+2	6.361E-3		
										6.436E+2	6.237E-3		
										6.439E+2	6.091E-3		
										6.443E+2	5.821E-3		
										6.446E+2	5.676E-3		
										6.449E+2	5.570E-3		
										6.453E+2	5.355E-3		
										6.456E+2	5.131E-3		
										6.459E+2	4.955E-3		
										6.463E+2	4.877E-3		
										6.466E+2	4.652E-3		
										6.469E+2	4.534E-3		
										6.473E+2	4.385E-3		
										6.476E+2	4.231E-3		
										6.479E+2	4.141E-3		
										6.483E+2	3.941E-3		
										6.486E+2	3.808E-3		
										6.489E+2	3.727E-3		
										6.493E+2	3.575E-3		
										6.496E+2	3.495E-3		
										6.499E+2	3.376E-3		
										6.503E+2	3.261E-3		
										6.506E+2	3.111E-3		
										6.509E+2	3.047E-3		
										6.513E+2	2.941E-3		
										6.516E+2	2.815E-3		
										6.519E+2	2.727E-3		
										6.523E+2	2.546E-3		
										6.526E+2	2.585E-3		
										6.529E+2	2.500E-3		
										6.533E+2	2.409E-3		
										6.536E+2	2.366E-3		
										6.539E+2	2.265E-3		
										6.543E+2	2.180E-3		
										6.546E+2	2.090E-3		
										6.549E+2	2.004E-3		
										6.553E+2	1.952E-3		
										6.556E+2	1.887E-3		
										6.559E+2	1.832E-3		
										6.562E+2	1.761E-3		
										6.566E+2	1.710E-3		
										6.569E+2	1.651E-3		
										6.572E+2	1.610E-3		
										6.576E+2	1.523E-3		
										6.579E+2	1.494E-3		
										6.582E+2	1.484E-3		
										6.586E+2	1.401E-3		
										6.589E+2	1.369E-3		
										6.592E+2	1.335E-3		
										6.596E+2	1.317E-3		
										6.599E+2	1.239E-3		
										6.602E+2	1.192E-3		
										6.606E+2	1.188E-3		
										6.609E+2	1.092E-3		
										6.612E+2	1.080E-3		
										6.616E+2	1.047E-3		
										6.619E+2	9.916E-4		
										6.622E+2	9.672E-4		
										6.626E+2	9.486E-4		
										6.629E+2	8.830E-4		
										6.632E+2	8.840E-4		
										6.635E+2	8.345E-4		
										6.639E+2	8.384E-4		
										6.642E+2	8.017E-4		
										6.645E+2	7.621E-4		
										6.649E+2	7.567E-4		
										6.652E+2	7.200E-4		
										6.655E+2	7.303E-4		
										6.659E+2	6.838E-4		
										6.662E+2	6.613E-4		
										6.665E+2	6.285E-4		
										6.669E+2	5.971E-4		
										6.672E+2	5.962E-4		
										6.675E+2	5.570E-4		
										6.679E+2	5.516E-4		
										6.682E+2	5.335E-4		
										6.685E+2	5.071E-4		
										6.688E+2	4.855E-4		
										6.692E+2	4.831E-4		
										6.695E+2	4.483E-4		
										6.698E+2	4.464E-4		
										6.702E+2	4.180E-4		
										6.705E+2	4.483E-4		
										6.708E+2	4.023E-4		
										6.712E+2	4.092E-4		
										6.715E+2	3.877E-4		
										6.718E+2	3.764E-4		
										6.722E+2	3.578E-4		
										6.725E+2	3.157E-4		
										6.728E+2	3.289E-4		
										6.732E+2	3.186E-4		
										6.735E+2	3.245E-4		
										6.738E+2	2.981E-4		
										6.741E+2	3.025E-4		
										6.745E+2	2.761E-4		
										6.748E+2	2.491E-4		
										6.751E+2	2.922E-4		
										6.755E+2	2.506E-4		
										6.758E+2	2.393E-4		
										6.761E+2	2.447E-4		
										6.764E+2	2.178E-4		
										6.768E+2	2.384E-4		
										6.771E+2	2.119E-4		
										6.774E+2	2.227E-4		
										6.778E+2	1.948E-4		
										6.781E+2	1.845E-4		
										6.784E+2	1.880E-4		
										6.788E+2	1.977E-4		
										6.791E+2	1.899E-4		
										6.794E+2	1.684E-4		
										6.797E+2	1.689E-4		
										6.801E+2	1.791E-4		
										6.804E+2	1.635E-4		
										6.807E+2	1.341E-4		
										6.810E+2	1.463E-4		
										6.814E+2	1.498E-4		
										6.817E+2	1.439E-4		
										6.820E+2	1.483E-4		
										6.824E+2	1.527E-4		
										6.827E+2	1.136E-4		
										6.830E+2	1.248E-4		
										6.834E+2	1.243E-4		
										6.837E+2	1.322E-4		
										6.840E+2	1.101E-4		
										6.843E+2	1.023E-4		
										6.847E+2	1.003E-4		
										6.850E+2	9.887E-5		
										6.853E+2	8.957E-5		
										6.857E+2	7.782E-5		
										6.860E+2	7.929E-5		
										6.863E+2	7.684E-5		
										6.866E+2	7.978E-5		
										6.870E+2	7.733E-5		
										6.873E+2	8.370E-5		
										6.876E+2	8.468E-5		
										6.880E+2	7.244E-5		
										6.883E+2	8.174E-5		
										6.886E+2	7.782E-5		
										6.889E+2	6.803E-5		
										6.893E+2	5.433E-5		
										6.896E+2	6.265E-5		
										6.899E+2	4.650E-5		
										6.902E+2	5.971E-5		
										6.906E+2	4.993E-5		
										6.909E+2	7.146E-5		
										6.912E+2	5.139E-5		
										6.916E+2	4.307E-5		
										6.919E+2	3.867E-5		
										6.922E+2	6.559E-5		
										6.925E+2	3.573E-5		
										6.929E+2	2.398E-5		
										6.932E+2	4.503E-5		
										6.935E+2	6.461E-5		
										6.938E+2	4.258E-5		
										6.942E+2	3.524E-5		
										6.945E+2	1.664E-5		
										6.948E+2	3.133E-5		
										6.952E+2	4.797E-5		
										6.955E+2	5.041E-5		
										6.958E+2	4.503E-5		
										6.961E+2	5.482E-5		
										6.965E+2	2.349E-5		
										6.968E+2	3.279E-5		
										6.971E+2	2.594E-5		
										6.975E+2	3.622E-5		
										6.978E+2	2.496E-5		
										6.981E+2	2.496E-5		
										6.984E+2	3.524E-5		
										6.988E+2	3.084E-5		
										6.991E+2	2.888E-5		
										6.994E+2	2.741E-5		
										6.997E+2	1.713E-5		
										7.001E+2	3.916E-5		
										7.004E+2	1.175E-5		
										7.007E+2	1.126E-5		
										7.010E+2	1.517E-5		
										7.014E+2	1.371E-5		
										7.017E+2	2.203E-5		
										7.020E+2	4.893E-7		
										7.023E+2	2.398E-5		
										7.027E+2	1.566E-5		
										7.030E+2	9.789E-6		
										7.033E+2	1.077E-5		
										7.037E+2	3.671E-5		
										7.040E+2	1.958E-5		
										7.043E+2	1.175E-5		
										7.046E+2	1.077E-5		
										7.050E+2	3.720E-5		
										7.053E+2	1.811E-5		
										7.056E+2	6.363E-6		
										7.059E+2	2.252E-5		
										7.062E+2	1.860E-5		
										7.066E+2	3.328E-5		
										7.069E+2	1.419E-5		
										7.072E+2	5.874E-6		
										7.075E+2	3.573E-5		
										7.079E+2	3.230E-5		
										7.082E+2	1.273E-5		
										7.085E+2	1.566E-5		
										7.088E+2	9.787E-7		
										7.092E+2	1.224E-5		
										7.095E+2	1.419E-5		
										7.098E+2	2.643E-5		
										7.102E+2	1.028E-5		
										7.105E+2	2.447E-6		
										7.108E+2	2.203E-5		
										7.111E+2	6.853E-6		
										7.115E+2	1.860E-5		
										7.118E+2	1.468E-6		
										7.121E+2	1.860E-5		
										7.124E+2	0.000E+0		
										7.128E+2	2.349E-5		
										7.131E+2	9.789E-6		
										7.134E+2	6.363E-6		
										7.137E+2	5.385E-6		
										7.140E+2	9.789E-6		
										7.144E+2	3.425E-6		
										7.147E+2	9.789E-6		
										7.150E+2	1.468E-6		
										7.153E+2	6.853E-6		
										7.157E+2	2.936E-6		
										7.160E+2	9.789E-6		
										7.163E+2	1.517E-5		
										7.166E+2	4.895E-6		
										7.170E+2	0.000E+0		
										7.173E+2	6.363E-6		
										7.176E+2	9.787E-7		
										7.179E+2	2.105E-5		
										7.183E+2	1.028E-5		
										7.186E+2	4.893E-7		
										7.189E+2	6.853E-6		
										7.192E+2	1.957E-6		
										7.195E+2	1.077E-5		
										7.199E+2	2.301E-5		
										7.202E+2	1.273E-5		
										7.205E+2	4.406E-6		
										7.208E+2	4.406E-6		
										7.212E+2	1.566E-5		
										7.215E+2	2.936E-6		
										7.218E+2	6.363E-6		
										7.221E+2	7.342E-6		
										7.225E+2	9.300E-6		
										7.228E+2	2.301E-5		
										7.231E+2	2.056E-5		
										7.234E+2	6.853E-6		
										7.238E+2	1.322E-5		
										7.241E+2	1.762E-5		
										7.244E+2	7.342E-6		
										7.247E+2	9.787E-7		
										7.250E+2	4.895E-6		
										7.254E+2	7.831E-6		
										7.257E+2	7.831E-6		
										7.260E+2	1.909E-5		
										7.263E+2	1.664E-5		
										7.267E+2	1.566E-5		
										7.270E+2	1.175E-5		
										7.273E+2	1.273E-5		
										7.276E+2	3.915E-6		
										7.280E+2	9.787E-7		
										7.283E+2	6.363E-6		
										7.286E+2	2.154E-5		
										7.289E+2	9.300E-6		
										7.292E+2	2.447E-6		
										7.296E+2	1.322E-5		
										7.299E+2	4.406E-6		
										7.302E+2	4.406E-6		
										7.305E+2	1.468E-5		
										7.308E+2	5.385E-6		
										7.312E+2	9.789E-6		
										7.315E+2	4.406E-6		
										7.318E+2	8.810E-6		
										7.321E+2	4.893E-7		
										7.325E+2	3.425E-6		
										7.328E+2	1.126E-5		
										7.331E+2	1.371E-5		
										7.334E+2	1.322E-5		
										7.337E+2	7.342E-6		
										7.341E+2	1.419E-5		
										7.344E+2	2.056E-5		
										7.347E+2	5.874E-6		
										7.350E+2	8.321E-6		
										7.353E+2	6.853E-6		
										7.357E+2	7.831E-6		
										7.360E+2	5.385E-6		
										7.363E+2	5.874E-6		
										7.366E+2	1.957E-6		
										7.370E+2	1.811E-5		
										7.373E+2	4.895E-6		
										7.376E+2	1.517E-5		
										7.379E+2	2.936E-6		
										7.382E+2	1.273E-5		
										7.386E+2	1.322E-5		
										7.389E+2	1.273E-5		
										7.392E+2	6.363E-6		
										7.395E+2	1.028E-5		
										7.398E+2	7.831E-6		
										7.402E+2	1.419E-5		
										7.405E+2	3.425E-6		
										7.408E+2	1.322E-5		
										7.411E+2	1.468E-5		
										7.415E+2	9.300E-6		
										7.418E+2	1.909E-5		
										7.421E+2	9.300E-6		
										7.424E+2	5.385E-6		
										7.427E+2	2.252E-5		
										7.430E+2	6.853E-6		
										7.434E+2	3.425E-6		
										7.437E+2	1.126E-5		
										7.440E+2	1.077E-5		
										7.443E+2	8.321E-6		
										7.447E+2	2.447E-6		
										7.450E+2	2.447E-6		
										7.453E+2	1.272E-5		
										7.456E+2	3.915E-6		
										7.459E+2	1.566E-5		
										7.462E+2	9.787E-7		
										7.466E+2	2.007E-5		
										7.469E+2	6.853E-6		
										7.472E+2	9.787E-7		
										7.475E+2	2.105E-5		
										7.478E+2	9.300E-6		
										7.482E+2	2.936E-6		
										7.485E+2	2.790E-5		
										7.488E+2	8.810E-6		
										7.491E+2	5.874E-6		
										7.494E+2	4.893E-7		
										7.498E+2	1.371E-5		
										7.501E+2	6.853E-6		
										7.504E+2	2.154E-5		
										7.507E+2	2.056E-5		
										7.510E+2	4.895E-6		
										7.513E+2	1.175E-5		
										7.517E+2	5.385E-6		
										7.520E+2	1.615E-5		
										7.523E+2	1.322E-5		
										7.526E+2	1.811E-5		
										7.530E+2	3.425E-6		
										7.533E+2	1.419E-5		
										7.536E+2	0.000E+0		
										7.539E+2	4.893E-7		
										7.542E+2	1.957E-6		
										7.545E+2	9.787E-7		
										7.549E+2	2.447E-6		
										7.552E+2	1.468E-6		
										7.555E+2	1.468E-5		
										7.558E+2	1.811E-5		
										7.561E+2	3.425E-6		
										7.565E+2	1.713E-5		
										7.568E+2	1.272E-5		
										7.571E+2	4.895E-6		
										7.574E+2	9.300E-6		
										7.577E+2	1.909E-5		
										7.580E+2	3.425E-6		
										7.584E+2	2.252E-5		
										7.587E+2	2.936E-6		
										7.590E+2	4.406E-6		
										7.593E+2	4.893E-7		
										7.596E+2	1.713E-5		
										7.600E+2	1.224E-5		
										7.603E+2	1.077E-5		
										7.606E+2	1.664E-5		
										7.609E+2	5.385E-6		
										7.612E+2	5.385E-6		
										7.615E+2	6.363E-6		
										7.618E+2	5.385E-6		
										7.622E+2	1.811E-5		
										7.625E+2	1.419E-5		
										7.628E+2	9.787E-7		
										7.631E+2	4.406E-6		
										7.634E+2	1.860E-5		
										7.638E+2	1.224E-5		
										7.641E+2	3.915E-6		
										7.644E+2	3.915E-6		
										7.647E+2	1.126E-5		
										7.650E+2	1.957E-6		
										7.653E+2	7.342E-6		
										7.657E+2	5.874E-6		
										7.660E+2	2.936E-6		
										7.663E+2	6.853E-6		
										7.666E+2	5.874E-6		
										7.669E+2	1.077E-5		
										7.672E+2	3.915E-6		
										7.675E+2	2.936E-6		
										7.679E+2	3.915E-6		
										7.682E+2	4.893E-7		
										7.685E+2	8.810E-6		
										7.688E+2	5.385E-6		
										7.691E+2	6.363E-6		
										7.695E+2	6.853E-6		
										7.698E+2	5.874E-6		
										7.701E+2	1.419E-5		
										7.704E+2	2.447E-6		
										7.707E+2	4.406E-6		
										7.710E+2	1.224E-5		
										7.713E+2	9.789E-6		
										7.717E+2	9.789E-6		
										7.720E+2	2.007E-5		
										7.723E+2	1.322E-5		
										7.726E+2	2.447E-6		
										7.729E+2	4.406E-6		
										7.732E+2	2.936E-6		
										7.736E+2	8.321E-6		
										7.739E+2	4.406E-6		
										7.742E+2	0.000E+0		
										7.745E+2	6.363E-6		
										7.748E+2	5.385E-6		
										7.751E+2	6.363E-6		
										7.755E+2	2.936E-6		
										7.758E+2	1.762E-5		
										7.761E+2	4.893E-7		
										7.764E+2	7.342E-6		
										7.767E+2	1.468E-6		
										7.770E+2	1.517E-5		
										7.773E+2	2.936E-6		
										7.777E+2	2.154E-5		
										7.780E+2	3.915E-6		
										7.783E+2	8.810E-6		
										7.786E+2	2.007E-5		
										7.789E+2	2.447E-6		
										7.792E+2	3.915E-6		
										7.795E+2	4.895E-6		
										7.799E+2	2.936E-6		
										7.802E+2	1.322E-5		
