Voltage(V)	Current(A)	PD Current(A)	J (mA/cm2)	L (cd/m2)	Cur Eff (cd/A)	Power Eff (lm/W)	EQE(%)	CIE X	CIE Y	Wav (nm)	Intensity (au)	NeV (V)	NeJ (mA/cm2))
4.160E+0	2.186E-2	2.166E-6	5.464E+2	1.217E+2	2.227E-2	1.681E-2	1.600E-2			3.925E+2	8.189E-6		
4.400E+0	2.517E-2	2.443E-6	6.292E+2	1.373E+2	2.182E-2	1.557E-2	1.567E-2			3.929E+2	3.033E-6		
4.640E+0	2.855E-2	2.722E-6	7.137E+2	1.529E+2	2.143E-2	1.450E-2	1.539E-2			3.932E+2	8.189E-6		
4.880E+0	3.200E-2	2.999E-6	8.000E+2	1.685E+2	2.106E-2	1.355E-2	1.513E-2			3.936E+2	5.156E-6		
5.120E+0	3.552E-2	3.276E-6	8.879E+2	1.841E+2	2.073E-2	1.271E-2	1.489E-2			3.940E+2	6.368E-6		
5.360E+0	3.909E-2	3.550E-6	9.773E+2	1.995E+2	2.041E-2	1.196E-2	1.466E-2			3.943E+2	1.819E-6		
5.600E+0	4.271E-2	3.827E-6	1.068E+3	2.150E+2	2.014E-2	1.129E-2	1.447E-2			3.947E+2	2.426E-6		
5.840E+0	4.636E-2	4.104E-6	1.159E+3	2.306E+2	1.990E-2	1.070E-2	1.430E-2			3.950E+2	9.096E-7		
6.080E+0	5.010E-2	4.385E-6	1.252E+3	2.464E+2	1.967E-2	1.016E-2	1.413E-2			3.954E+2	1.183E-5		
6.320E+0	5.386E-2	4.670E-6	1.347E+3	2.624E+2	1.948E-2	9.680E-3	1.400E-2			3.958E+2	4.549E-6		
6.560E+0	5.769E-2	4.960E-6	1.442E+3	2.787E+2	1.932E-2	9.250E-3	1.388E-2			3.961E+2	1.638E-5		
6.800E+0	6.156E-2	5.257E-6	1.539E+3	2.954E+2	1.919E-2	8.862E-3	1.379E-2			3.965E+2	1.243E-5		
7.040E+0	6.548E-2	5.560E-6	1.637E+3	3.124E+2	1.908E-2	8.511E-3	1.371E-2			3.969E+2	5.762E-6		
7.280E+0	6.943E-2	5.867E-6	1.736E+3	3.296E+2	1.899E-2	8.191E-3	1.364E-2			3.972E+2	1.516E-6		
7.520E+0	7.346E-2	6.183E-6	1.836E+3	3.474E+2	1.892E-2	7.900E-3	1.359E-2			3.976E+2	3.943E-6		
7.760E+0	7.749E-2	6.500E-6	1.937E+3	3.652E+2	1.885E-2	7.628E-3	1.354E-2			3.980E+2	6.672E-6		
8.000E+0	8.156E-2	6.819E-6	2.039E+3	3.831E+2	1.879E-2	7.375E-3	1.350E-2			3.983E+2	3.033E-6		
										3.987E+2	3.336E-6		
										3.990E+2	8.795E-6		
										3.994E+2	6.064E-7		
										3.998E+2	3.033E-6		
										4.001E+2	7.581E-6		
										4.005E+2	6.064E-7		
										4.009E+2	4.246E-6		
										4.012E+2	3.336E-6		
										4.016E+2	9.098E-6		
										4.020E+2	1.152E-5		
										4.023E+2	9.096E-7		
										4.027E+2	9.096E-7		
										4.030E+2	4.246E-6		
										4.034E+2	5.156E-6		
										4.038E+2	9.096E-7		
										4.041E+2	6.065E-6		
										4.045E+2	6.368E-6		
										4.049E+2	6.065E-6		
										4.052E+2	9.098E-6		
										4.056E+2	8.189E-6		
										4.059E+2	6.975E-6		
										4.063E+2	3.032E-7		
										4.067E+2	1.577E-5		
										4.070E+2	1.425E-5		
										4.074E+2	6.368E-6		
										4.077E+2	6.368E-6		
										4.081E+2	3.640E-6		
										4.085E+2	6.064E-7		
										4.088E+2	5.156E-6		
										4.092E+2	1.031E-5		
										4.095E+2	6.064E-7		
										4.099E+2	1.031E-5		
										4.103E+2	1.425E-5		
										4.106E+2	3.033E-6		
										4.110E+2	7.886E-6		
										4.114E+2	6.368E-6		
										4.117E+2	4.852E-6		
										4.121E+2	9.096E-7		
										4.125E+2	1.698E-5		
										4.128E+2	3.032E-7		
										4.132E+2	1.061E-5		
										4.135E+2	1.486E-5		
										4.139E+2	2.274E-5		
										4.142E+2	1.850E-5		
										4.146E+2	9.402E-6		
										4.150E+2	1.911E-5		
										4.153E+2	1.092E-5		
										4.157E+2	2.123E-5		
										4.161E+2	1.911E-5		
										4.164E+2	1.638E-5		
										4.168E+2	2.547E-5		
										4.171E+2	2.426E-5		
										4.175E+2	1.971E-5		
										4.179E+2	2.760E-5		
										4.182E+2	2.699E-5		
										4.186E+2	2.366E-5		
										4.189E+2	1.456E-5		
										4.193E+2	3.093E-5		
										4.197E+2	3.093E-5		
										4.200E+2	2.638E-5		
										4.204E+2	2.032E-5		
										4.208E+2	4.215E-5		
										4.211E+2	4.640E-5		
										4.215E+2	4.094E-5		
										4.218E+2	4.913E-5		
										4.222E+2	4.034E-5		
										4.225E+2	3.973E-5		
										4.229E+2	4.913E-5		
										4.233E+2	4.488E-5		
										4.236E+2	5.489E-5		
										4.240E+2	5.307E-5		
										4.244E+2	4.974E-5		
										4.247E+2	6.187E-5		
										4.251E+2	5.641E-5		
										4.254E+2	6.490E-5		
										4.258E+2	5.944E-5		
										4.261E+2	6.187E-5		
										4.265E+2	6.915E-5		
										4.269E+2	8.249E-5		
										4.272E+2	7.946E-5		
										4.276E+2	8.097E-5		
										4.280E+2	7.794E-5		
										4.283E+2	7.764E-5		
										4.287E+2	7.309E-5		
										4.290E+2	7.400E-5		
										4.294E+2	8.310E-5		
										4.298E+2	9.341E-5		
										4.301E+2	8.613E-5		
										4.305E+2	8.370E-5		
										4.308E+2	8.158E-5		
										4.312E+2	7.855E-5		
										4.315E+2	7.764E-5		
										4.319E+2	8.946E-5		
										4.323E+2	9.401E-5		
										4.326E+2	8.886E-5		
										4.330E+2	9.553E-5		
										4.333E+2	9.250E-5		
										4.337E+2	9.128E-5		
										4.341E+2	9.978E-5		
										4.344E+2	9.371E-5		
										4.348E+2	9.523E-5		
										4.351E+2	8.249E-5		
										4.355E+2	1.016E-4		
										4.359E+2	1.016E-4		
										4.362E+2	8.673E-5		
										4.366E+2	9.128E-5		
										4.369E+2	9.250E-5		
										4.373E+2	9.523E-5		
										4.376E+2	8.855E-5		
										4.380E+2	8.006E-5		
										4.384E+2	8.006E-5		
										4.387E+2	8.279E-5		
										4.391E+2	9.492E-5		
										4.394E+2	7.582E-5		
										4.398E+2	6.945E-5		
										4.402E+2	7.794E-5		
										4.405E+2	7.824E-5		
										4.409E+2	8.522E-5		
										4.412E+2	7.248E-5		
										4.416E+2	8.219E-5		
										4.420E+2	6.247E-5		
										4.423E+2	6.005E-5		
										4.427E+2	7.036E-5		
										4.430E+2	6.278E-5		
										4.434E+2	6.490E-5		
										4.437E+2	6.915E-5		
										4.441E+2	6.460E-5		
										4.445E+2	7.309E-5		
										4.448E+2	7.582E-5		
										4.452E+2	8.704E-5		
										4.455E+2	7.188E-5		
										4.459E+2	5.641E-5		
										4.462E+2	6.308E-5		
										4.466E+2	5.459E-5		
										4.470E+2	5.398E-5		
										4.473E+2	6.793E-5		
										4.477E+2	7.036E-5		
										4.480E+2	7.127E-5		
										4.484E+2	7.521E-5		
										4.488E+2	6.581E-5		
										4.491E+2	5.762E-5		
										4.495E+2	6.763E-5		
										4.498E+2	6.824E-5		
										4.502E+2	6.702E-5		
										4.505E+2	7.127E-5		
										4.509E+2	5.247E-5		
										4.512E+2	5.853E-5		
										4.516E+2	5.732E-5		
										4.520E+2	6.793E-5		
										4.523E+2	4.579E-5		
										4.527E+2	6.217E-5		
										4.530E+2	7.612E-5		
										4.534E+2	7.824E-5		
										4.538E+2	5.792E-5		
										4.541E+2	6.126E-5		
										4.545E+2	4.549E-5		
										4.548E+2	5.823E-5		
										4.552E+2	6.247E-5		
										4.555E+2	7.400E-5		
										4.559E+2	6.642E-5		
										4.562E+2	6.884E-5		
										4.566E+2	5.883E-5		
										4.570E+2	5.095E-5		
										4.573E+2	6.308E-5		
										4.577E+2	5.732E-5		
										4.580E+2	7.005E-5		
										4.584E+2	7.188E-5		
										4.588E+2	6.854E-5		
										4.591E+2	5.944E-5		
										4.595E+2	5.792E-5		
										4.598E+2	7.976E-5		
										4.602E+2	6.551E-5		
										4.605E+2	6.247E-5		
										4.609E+2	7.005E-5		
										4.612E+2	6.308E-5		
										4.616E+2	6.975E-5		
										4.620E+2	6.733E-5		
										4.623E+2	6.187E-5		
										4.627E+2	6.338E-5		
										4.630E+2	6.156E-5		
										4.634E+2	6.035E-5		
										4.637E+2	5.944E-5		
										4.641E+2	7.491E-5		
										4.645E+2	5.580E-5		
										4.648E+2	5.489E-5		
										4.652E+2	5.641E-5		
										4.655E+2	6.338E-5		
										4.659E+2	7.188E-5		
										4.662E+2	5.792E-5		
										4.666E+2	6.884E-5		
										4.669E+2	5.428E-5		
										4.673E+2	5.004E-5		
										4.676E+2	5.792E-5		
										4.680E+2	5.671E-5		
										4.684E+2	5.247E-5		
										4.687E+2	5.034E-5		
										4.691E+2	4.822E-5		
										4.694E+2	4.306E-5		
										4.698E+2	5.459E-5		
										4.701E+2	5.732E-5		
										4.705E+2	5.611E-5		
										4.709E+2	3.609E-5		
										4.712E+2	5.580E-5		
										4.716E+2	4.306E-5		
										4.719E+2	6.399E-5		
										4.723E+2	4.974E-5		
										4.726E+2	3.973E-5		
										4.730E+2	5.247E-5		
										4.733E+2	4.458E-5		
										4.737E+2	5.459E-5		
										4.740E+2	5.611E-5		
										4.744E+2	3.457E-5		
										4.748E+2	5.580E-5		
										4.751E+2	5.034E-5		
										4.755E+2	5.428E-5		
										4.758E+2	4.792E-5		
										4.762E+2	4.185E-5		
										4.765E+2	5.307E-5		
										4.769E+2	4.397E-5		
										4.772E+2	5.428E-5		
										4.776E+2	5.034E-5		
										4.779E+2	4.488E-5		
										4.783E+2	5.186E-5		
										4.786E+2	4.852E-5		
										4.790E+2	5.307E-5		
										4.794E+2	4.640E-5		
										4.797E+2	3.973E-5		
										4.801E+2	5.247E-5		
										4.804E+2	5.398E-5		
										4.808E+2	4.124E-5		
										4.811E+2	3.942E-5		
										4.815E+2	3.791E-5		
										4.818E+2	3.973E-5		
										4.822E+2	4.640E-5		
										4.825E+2	4.883E-5		
										4.829E+2	4.549E-5		
										4.832E+2	5.125E-5		
										4.836E+2	4.883E-5		
										4.840E+2	6.126E-5		
										4.843E+2	3.791E-5		
										4.847E+2	4.640E-5		
										4.850E+2	4.094E-5		
										4.854E+2	5.034E-5		
										4.857E+2	4.943E-5		
										4.861E+2	3.184E-5		
										4.864E+2	4.306E-5		
										4.868E+2	4.094E-5		
										4.871E+2	3.609E-5		
										4.875E+2	4.155E-5		
										4.878E+2	3.639E-5		
										4.882E+2	2.638E-5		
										4.885E+2	3.609E-5		
										4.889E+2	4.549E-5		
										4.893E+2	4.519E-5		
										4.896E+2	3.912E-5		
										4.900E+2	3.609E-5		
										4.903E+2	3.275E-5		
										4.907E+2	4.306E-5		
										4.910E+2	5.247E-5		
										4.914E+2	3.912E-5		
										4.917E+2	4.731E-5		
										4.921E+2	4.670E-5		
										4.924E+2	3.912E-5		
										4.928E+2	3.670E-5		
										4.931E+2	4.701E-5		
										4.935E+2	3.336E-5		
										4.938E+2	2.305E-5		
										4.942E+2	2.911E-5		
										4.945E+2	3.761E-5		
										4.949E+2	4.822E-5		
										4.952E+2	3.184E-5		
										4.956E+2	2.820E-5		
										4.960E+2	3.579E-5		
										4.963E+2	4.428E-5		
										4.967E+2	3.730E-5		
										4.970E+2	5.247E-5		
										4.974E+2	3.639E-5		
										4.977E+2	2.608E-5		
										4.981E+2	3.730E-5		
										4.984E+2	3.791E-5		
										4.988E+2	4.003E-5		
										4.991E+2	3.670E-5		
										4.995E+2	1.729E-5		
										4.998E+2	1.911E-5		
										5.002E+2	4.519E-5		
										5.005E+2	2.457E-5		
										5.009E+2	2.487E-5		
										5.012E+2	3.124E-5		
										5.016E+2	3.245E-5		
										5.019E+2	2.244E-5		
										5.023E+2	3.518E-5		
										5.026E+2	3.427E-5		
										5.030E+2	3.397E-5		
										5.034E+2	1.334E-5		
										5.037E+2	2.274E-5		
										5.040E+2	3.033E-5		
										5.044E+2	2.062E-5		
										5.048E+2	2.851E-5		
										5.051E+2	2.578E-5		
										5.055E+2	3.306E-5		
										5.058E+2	2.244E-5		
										5.062E+2	1.456E-5		
										5.065E+2	2.487E-5		
										5.069E+2	1.638E-5		
										5.072E+2	1.395E-5		
										5.076E+2	2.790E-5		
										5.079E+2	1.911E-5		
										5.083E+2	1.820E-5		
										5.086E+2	1.971E-5		
										5.090E+2	2.274E-5		
										5.093E+2	2.547E-5		
										5.097E+2	6.975E-6		
										5.100E+2	2.820E-5		
										5.104E+2	2.729E-5		
										5.107E+2	1.122E-5		
										5.111E+2	2.608E-5		
										5.114E+2	1.425E-5		
										5.118E+2	2.214E-5		
										5.121E+2	2.396E-5		
										5.125E+2	2.244E-5		
										5.128E+2	2.487E-5		
										5.132E+2	2.426E-5		
										5.135E+2	1.911E-5		
										5.139E+2	2.244E-5		
										5.142E+2	1.425E-5		
										5.146E+2	5.156E-6		
										5.149E+2	2.274E-5		
										5.153E+2	1.577E-5		
										5.156E+2	1.850E-5		
										5.160E+2	1.820E-5		
										5.163E+2	2.942E-5		
										5.167E+2	3.851E-5		
										5.170E+2	1.698E-5		
										5.174E+2	1.911E-5		
										5.177E+2	7.581E-6		
										5.181E+2	1.941E-5		
										5.184E+2	1.183E-5		
										5.188E+2	1.486E-5		
										5.191E+2	1.425E-5		
										5.195E+2	1.456E-5		
										5.198E+2	6.975E-6		
										5.202E+2	1.577E-5		
										5.205E+2	8.492E-6		
										5.209E+2	2.547E-5		
										5.212E+2	7.581E-6		
										5.216E+2	3.943E-6		
										5.219E+2	3.912E-5		
										5.223E+2	1.638E-5		
										5.226E+2	1.941E-5		
										5.230E+2	1.638E-5		
										5.233E+2	1.516E-5		
										5.237E+2	1.547E-5		
										5.240E+2	3.943E-6		
										5.244E+2	2.790E-5		
										5.247E+2	2.608E-5		
										5.251E+2	4.852E-6		
										5.254E+2	1.425E-5		
										5.258E+2	1.183E-5		
										5.261E+2	1.061E-5		
										5.265E+2	5.459E-6		
										5.268E+2	1.547E-5		
										5.272E+2	1.243E-5		
										5.275E+2	1.122E-5		
										5.278E+2	1.425E-5		
										5.282E+2	2.002E-5		
										5.285E+2	1.638E-5		
										5.289E+2	6.672E-6		
										5.292E+2	2.153E-5		
										5.296E+2	1.456E-5		
										5.299E+2	1.365E-5		
										5.303E+2	1.547E-5		
										5.306E+2	9.402E-6		
										5.310E+2	1.698E-5		
										5.313E+2	2.366E-5		
										5.317E+2	1.971E-5		
										5.320E+2	1.789E-5		
										5.324E+2	1.425E-5		
										5.327E+2	2.123E-5		
										5.331E+2	3.032E-7		
										5.334E+2	2.093E-5		
										5.338E+2	2.517E-5		
										5.341E+2	1.759E-5		
										5.345E+2	2.305E-5		
										5.348E+2	1.334E-5		
										5.352E+2	2.760E-5		
										5.355E+2	2.214E-5		
										5.358E+2	1.274E-5		
										5.362E+2	1.274E-5		
										5.365E+2	2.911E-5		
										5.369E+2	2.972E-5		
										5.372E+2	2.638E-5		
										5.376E+2	2.517E-5		
										5.379E+2	2.335E-5		
										5.383E+2	1.880E-5		
										5.386E+2	1.941E-5		
										5.390E+2	1.668E-5		
										5.393E+2	3.033E-5		
										5.397E+2	3.063E-5		
										5.400E+2	2.729E-5		
										5.404E+2	3.730E-5		
										5.407E+2	3.002E-5		
										5.411E+2	1.941E-5		
										5.414E+2	1.789E-5		
										5.418E+2	2.911E-5		
										5.421E+2	2.244E-5		
										5.425E+2	2.942E-5		
										5.428E+2	2.638E-5		
										5.432E+2	3.761E-5		
										5.435E+2	3.518E-5		
										5.438E+2	2.790E-5		
										5.442E+2	3.063E-5		
										5.445E+2	4.337E-5		
										5.449E+2	3.093E-5		
										5.452E+2	2.820E-5		
										5.456E+2	3.033E-5		
										5.459E+2	3.639E-5		
										5.463E+2	3.851E-5		
										5.466E+2	3.791E-5		
										5.470E+2	3.427E-5		
										5.473E+2	4.428E-5		
										5.477E+2	5.216E-5		
										5.480E+2	4.701E-5		
										5.483E+2	5.974E-5		
										5.487E+2	4.155E-5		
										5.490E+2	3.700E-5		
										5.494E+2	4.670E-5		
										5.497E+2	4.306E-5		
										5.501E+2	4.549E-5		
										5.504E+2	4.943E-5		
										5.508E+2	5.338E-5		
										5.511E+2	4.215E-5		
										5.515E+2	5.550E-5		
										5.518E+2	6.763E-5		
										5.522E+2	5.762E-5		
										5.525E+2	6.005E-5		
										5.528E+2	5.914E-5		
										5.532E+2	7.066E-5		
										5.535E+2	5.883E-5		
										5.539E+2	6.338E-5		
										5.542E+2	7.127E-5		
										5.546E+2	6.187E-5		
										5.549E+2	8.006E-5		
										5.553E+2	8.977E-5		
										5.556E+2	7.703E-5		
										5.560E+2	8.188E-5		
										5.563E+2	9.371E-5		
										5.566E+2	9.765E-5		
										5.570E+2	8.037E-5		
										5.573E+2	9.007E-5		
										5.577E+2	9.583E-5		
										5.580E+2	9.219E-5		
										5.584E+2	1.013E-4		
										5.587E+2	9.614E-5		
										5.590E+2	1.146E-4		
										5.594E+2	1.256E-4		
										5.597E+2	1.283E-4		
										5.601E+2	1.158E-4		
										5.604E+2	1.122E-4		
										5.608E+2	1.277E-4		
										5.611E+2	1.365E-4		
										5.615E+2	1.383E-4		
										5.618E+2	1.450E-4		
										5.622E+2	1.407E-4		
										5.625E+2	1.383E-4		
										5.628E+2	1.286E-4		
										5.632E+2	1.519E-4		
										5.635E+2	1.550E-4		
										5.639E+2	1.492E-4		
										5.642E+2	1.616E-4		
										5.646E+2	1.801E-4		
										5.649E+2	1.814E-4		
										5.652E+2	1.820E-4		
										5.656E+2	1.823E-4		
										5.659E+2	1.768E-4		
										5.663E+2	1.853E-4		
										5.666E+2	1.929E-4		
										5.670E+2	2.077E-4		
										5.673E+2	1.953E-4		
										5.677E+2	2.135E-4		
										5.680E+2	2.253E-4		
										5.683E+2	2.226E-4		
										5.687E+2	2.317E-4		
										5.690E+2	2.268E-4		
										5.694E+2	2.384E-4		
										5.697E+2	2.602E-4		
										5.701E+2	2.359E-4		
										5.704E+2	2.617E-4		
										5.708E+2	2.748E-4		
										5.711E+2	2.911E-4		
										5.714E+2	2.793E-4		
										5.718E+2	2.851E-4		
										5.721E+2	3.008E-4		
										5.725E+2	3.206E-4		
										5.728E+2	3.142E-4		
										5.732E+2	3.233E-4		
										5.735E+2	3.348E-4		
										5.738E+2	3.412E-4		
										5.742E+2	3.491E-4		
										5.745E+2	3.454E-4		
										5.749E+2	3.566E-4		
										5.752E+2	4.018E-4		
										5.756E+2	3.943E-4		
										5.759E+2	4.182E-4		
										5.762E+2	3.936E-4		
										5.766E+2	4.115E-4		
										5.769E+2	4.273E-4		
										5.773E+2	4.519E-4		
										5.776E+2	4.783E-4		
										5.780E+2	4.631E-4		
										5.783E+2	4.786E-4		
										5.786E+2	4.804E-4		
										5.790E+2	4.992E-4		
										5.793E+2	5.192E-4		
										5.797E+2	5.228E-4		
										5.800E+2	5.113E-4		
										5.803E+2	5.250E-4		
										5.807E+2	5.556E-4		
										5.810E+2	5.832E-4		
										5.814E+2	5.932E-4		
										5.817E+2	5.950E-4		
										5.821E+2	6.232E-4		
										5.824E+2	6.451E-4		
										5.828E+2	6.578E-4		
										5.831E+2	6.605E-4		
										5.834E+2	6.781E-4		
										5.838E+2	6.881E-4		
										5.841E+2	7.018E-4		
										5.845E+2	7.327E-4		
										5.848E+2	7.463E-4		
										5.851E+2	7.548E-4		
										5.855E+2	7.858E-4		
										5.858E+2	8.012E-4		
										5.862E+2	8.267E-4		
										5.865E+2	8.616E-4		
										5.868E+2	8.516E-4		
										5.872E+2	8.740E-4		
										5.875E+2	8.822E-4		
										5.879E+2	9.353E-4		
										5.882E+2	9.292E-4		
										5.885E+2	9.617E-4		
										5.889E+2	9.777E-4		
										5.892E+2	9.774E-4		
										5.896E+2	1.000E-3		
										5.899E+2	1.071E-3		
										5.903E+2	1.064E-3		
										5.906E+2	1.079E-3		
										5.909E+2	1.107E-3		
										5.913E+2	1.113E-3		
										5.916E+2	1.162E-3		
										5.920E+2	1.178E-3		
										5.923E+2	1.179E-3		
										5.926E+2	1.220E-3		
										5.930E+2	1.247E-3		
										5.933E+2	1.290E-3		
										5.937E+2	1.302E-3		
										5.940E+2	1.324E-3		
										5.943E+2	1.333E-3		
										5.947E+2	1.394E-3		
										5.950E+2	1.432E-3		
										5.954E+2	1.444E-3		
										5.957E+2	1.456E-3		
										5.960E+2	1.492E-3		
										5.964E+2	1.539E-3		
										5.967E+2	1.563E-3		
										5.971E+2	1.602E-3		
										5.974E+2	1.617E-3		
										5.978E+2	1.658E-3		
										5.981E+2	1.679E-3		
										5.984E+2	1.749E-3		
										5.988E+2	1.739E-3		
										5.991E+2	1.781E-3		
										5.995E+2	1.818E-3		
										5.998E+2	1.821E-3		
										6.001E+2	1.900E-3		
										6.005E+2	1.908E-3		
										6.008E+2	1.956E-3		
										6.012E+2	2.036E-3		
										6.015E+2	2.052E-3		
										6.018E+2	2.091E-3		
										6.022E+2	2.150E-3		
										6.025E+2	2.185E-3		
										6.028E+2	2.242E-3		
										6.032E+2	2.310E-3		
										6.035E+2	2.338E-3		
										6.039E+2	2.422E-3		
										6.042E+2	2.470E-3		
										6.045E+2	2.532E-3		
										6.049E+2	2.534E-3		
										6.052E+2	2.573E-3		
										6.056E+2	2.609E-3		
										6.059E+2	2.690E-3		
										6.062E+2	2.795E-3		
										6.066E+2	2.834E-3		
										6.069E+2	2.877E-3		
										6.072E+2	2.960E-3		
										6.076E+2	3.042E-3		
										6.079E+2	3.122E-3		
										6.083E+2	3.149E-3		
										6.086E+2	3.248E-3		
										6.090E+2	3.325E-3		
										6.093E+2	3.424E-3		
										6.096E+2	3.519E-3		
										6.100E+2	3.604E-3		
										6.103E+2	3.714E-3		
										6.106E+2	3.742E-3		
										6.110E+2	3.837E-3		
										6.113E+2	3.932E-3		
										6.117E+2	4.040E-3		
										6.120E+2	4.127E-3		
										6.123E+2	4.212E-3		
										6.127E+2	4.333E-3		
										6.130E+2	4.538E-3		
										6.133E+2	4.527E-3		
										6.137E+2	4.656E-3		
										6.140E+2	4.800E-3		
										6.144E+2	4.932E-3		
										6.147E+2	5.020E-3		
										6.150E+2	5.083E-3		
										6.154E+2	5.278E-3		
										6.157E+2	5.406E-3		
										6.160E+2	5.530E-3		
										6.164E+2	5.676E-3		
										6.167E+2	5.793E-3		
										6.171E+2	5.931E-3		
										6.174E+2	5.999E-3		
										6.177E+2	6.158E-3		
										6.181E+2	6.270E-3		
										6.184E+2	6.393E-3		
										6.188E+2	6.479E-3		
										6.191E+2	6.634E-3		
