Voltage(V)	Current(A)	PD Current(A)	J (mA/cm2)	L (cd/m2)	Cur Eff (cd/A)	Power Eff (lm/W)	EQE(%)	CIE X	CIE Y	Wav (nm)	Intensity (au)	NeV (V)	NeJ (mA/cm2))
3.920E+0	3.833E-5	7.636E-7	9.582E-1	1.735E+2	1.811E+1	1.450E+1	4.097E+0			3.921E+2	2.319E-6		
4.160E+0	5.488E-5	1.130E-6	1.372E+0	2.568E+2	1.872E+1	1.413E+1	4.235E+0			3.925E+2	7.423E-6		
4.400E+0	7.619E-5	1.613E-6	1.905E+0	3.665E+2	1.924E+1	1.373E+1	4.354E+0			3.929E+2	4.176E-6		
4.640E+0	1.030E-4	2.234E-6	2.576E+0	5.076E+2	1.970E+1	1.333E+1	4.458E+0			3.932E+2	2.783E-6		
4.880E+0	1.364E-4	3.017E-6	3.411E+0	6.855E+2	2.010E+1	1.293E+1	4.547E+0			3.936E+2	2.552E-5		
5.120E+0	1.775E-4	3.991E-6	4.437E+0	9.068E+2	2.044E+1	1.253E+1	4.625E+0			3.940E+2	4.638E-7		
5.360E+0	2.271E-4	5.181E-6	5.678E+0	1.177E+3	2.073E+1	1.214E+1	4.691E+0			3.943E+2	2.783E-6		
5.600E+0	2.866E-4	6.618E-6	7.166E+0	1.504E+3	2.098E+1	1.177E+1	4.748E+0			3.947E+2	4.640E-6		
5.840E+0	3.574E-4	8.335E-6	8.934E+0	1.894E+3	2.120E+1	1.140E+1	4.796E+0			3.950E+2	9.277E-7		
6.080E+0	4.405E-4	1.041E-5	1.101E+1	2.365E+3	2.148E+1	1.109E+1	4.860E+0			3.954E+2	2.319E-6		
6.320E+0	5.375E-4	1.278E-5	1.344E+1	2.903E+3	2.160E+1	1.073E+1	4.888E+0			3.958E+2	5.568E-6		
6.560E+0	6.501E-4	1.553E-5	1.625E+1	3.528E+3	2.171E+1	1.039E+1	4.912E+0			3.961E+2	1.206E-5		
6.800E+0	7.798E-4	1.870E-5	1.950E+1	4.248E+3	2.179E+1	1.006E+1	4.931E+0			3.965E+2	2.783E-6		
7.040E+0	9.283E-4	2.232E-5	2.321E+1	5.071E+3	2.185E+1	9.746E+0	4.945E+0			3.969E+2	1.392E-6		
7.280E+0	1.098E-3	2.645E-5	2.744E+1	6.010E+3	2.190E+1	9.447E+0	4.956E+0			3.972E+2	5.104E-6		
7.520E+0	1.290E-3	3.113E-5	3.225E+1	7.072E+3	2.193E+1	9.156E+0	4.962E+0			3.976E+2	4.640E-6		
7.760E+0	1.508E-3	3.639E-5	3.770E+1	8.267E+3	2.193E+1	8.873E+0	4.962E+0			3.980E+2	9.277E-7		
8.000E+0	1.754E-3	4.229E-5	4.385E+1	9.609E+3	2.191E+1	8.601E+0	4.959E+0			3.983E+2	7.423E-6		
										3.987E+2	1.299E-5		
										3.990E+2	7.887E-6		
										3.994E+2	6.496E-6		
										3.998E+2	6.959E-6		
										4.001E+2	1.392E-6		
										4.005E+2	2.783E-6		
										4.009E+2	6.496E-6		
										4.012E+2	4.638E-7		
										4.016E+2	1.531E-5		
										4.020E+2	1.253E-5		
										4.023E+2	7.423E-6		
										4.027E+2	1.717E-5		
										4.030E+2	6.959E-6		
										4.034E+2	1.392E-6		
										4.038E+2	2.783E-6		
										4.041E+2	2.319E-6		
										4.045E+2	1.299E-5		
										4.049E+2	9.279E-6		
										4.052E+2	5.568E-6		
										4.056E+2	1.160E-5		
										4.059E+2	8.815E-6		
										4.063E+2	2.877E-5		
										4.067E+2	7.423E-6		
										4.070E+2	3.247E-6		
										4.074E+2	1.021E-5		
										4.077E+2	1.206E-5		
										4.081E+2	1.206E-5		
										4.085E+2	1.160E-5		
										4.088E+2	1.067E-5		
										4.092E+2	6.032E-6		
										4.095E+2	1.067E-5		
										4.099E+2	1.902E-5		
										4.103E+2	1.577E-5		
										4.106E+2	7.887E-6		
										4.110E+2	2.273E-5		
										4.114E+2	6.959E-6		
										4.117E+2	1.206E-5		
										4.121E+2	9.742E-6		
										4.125E+2	6.032E-6		
										4.128E+2	5.104E-6		
										4.132E+2	1.577E-5		
										4.135E+2	9.742E-6		
										4.139E+2	1.856E-5		
										4.142E+2	6.959E-6		
										4.146E+2	5.568E-6		
										4.150E+2	6.496E-6		
										4.153E+2	6.032E-6		
										4.157E+2	2.319E-6		
										4.161E+2	9.277E-7		
										4.164E+2	6.959E-6		
										4.168E+2	1.067E-5		
										4.171E+2	2.319E-6		
										4.175E+2	7.887E-6		
										4.179E+2	1.531E-5		
										4.182E+2	1.624E-5		
										4.186E+2	1.021E-5		
										4.189E+2	2.783E-6		
										4.193E+2	2.552E-5		
										4.197E+2	1.577E-5		
										4.200E+2	1.206E-5		
										4.204E+2	2.459E-5		
										4.208E+2	2.319E-6		
										4.211E+2	2.552E-5		
										4.215E+2	6.959E-6		
										4.218E+2	1.763E-5		
										4.222E+2	3.433E-5		
										4.225E+2	2.737E-5		
										4.229E+2	9.742E-6		
										4.233E+2	2.319E-6		
										4.236E+2	6.959E-6		
										4.240E+2	1.485E-5		
										4.244E+2	1.206E-5		
										4.247E+2	2.644E-5		
										4.251E+2	4.500E-5		
										4.254E+2	2.366E-5		
										4.258E+2	2.783E-6		
										4.261E+2	4.268E-5		
										4.265E+2	1.995E-5		
										4.269E+2	2.552E-5		
										4.272E+2	1.067E-5		
										4.276E+2	2.691E-5		
										4.280E+2	1.809E-5		
										4.283E+2	9.279E-6		
										4.287E+2	8.815E-6		
										4.290E+2	2.877E-5		
										4.294E+2	2.181E-5		
										4.298E+2	1.855E-6		
										4.301E+2	3.248E-5		
										4.305E+2	3.247E-6		
										4.308E+2	1.902E-5		
										4.312E+2	4.638E-7		
										4.315E+2	2.273E-5		
										4.319E+2	2.505E-5		
										4.323E+2	1.345E-5		
										4.326E+2	2.227E-5		
										4.330E+2	2.691E-5		
										4.333E+2	3.201E-5		
										4.337E+2	2.134E-5		
										4.341E+2	1.577E-5		
										4.344E+2	4.315E-5		
										4.348E+2	2.877E-5		
										4.351E+2	1.438E-5		
										4.355E+2	6.032E-6		
										4.359E+2	2.969E-5		
										4.362E+2	2.552E-5		
										4.366E+2	3.016E-5		
										4.369E+2	4.638E-7		
										4.373E+2	3.201E-5		
										4.376E+2	3.340E-5		
										4.380E+2	4.036E-5		
										4.384E+2	3.526E-5		
										4.387E+2	1.485E-5		
										4.391E+2	2.969E-5		
										4.394E+2	2.088E-5		
										4.398E+2	1.902E-5		
										4.402E+2	2.737E-5		
										4.405E+2	2.134E-5		
										4.409E+2	2.459E-5		
										4.412E+2	1.995E-5		
										4.416E+2	1.624E-5		
										4.420E+2	3.155E-5		
										4.423E+2	2.877E-5		
										4.427E+2	3.712E-5		
										4.430E+2	3.387E-5		
										4.434E+2	4.083E-5		
										4.437E+2	1.763E-5		
										4.441E+2	3.294E-5		
										4.445E+2	3.340E-5		
										4.448E+2	3.248E-5		
										4.452E+2	2.459E-5		
										4.455E+2	2.181E-5		
										4.459E+2	4.918E-5		
										4.462E+2	2.505E-5		
										4.466E+2	1.113E-5		
										4.470E+2	2.737E-5		
										4.473E+2	2.088E-5		
										4.477E+2	3.062E-5		
										4.480E+2	2.181E-5		
										4.484E+2	3.712E-5		
										4.488E+2	4.268E-5		
										4.491E+2	4.686E-5		
										4.495E+2	2.459E-5		
										4.498E+2	4.315E-5		
										4.502E+2	2.598E-5		
										4.505E+2	4.547E-5		
										4.509E+2	3.108E-5		
										4.512E+2	3.294E-5		
										4.516E+2	3.526E-5		
										4.520E+2	2.552E-5		
										4.523E+2	3.108E-5		
										4.527E+2	5.567E-5		
										4.530E+2	4.593E-5		
										4.534E+2	6.310E-5		
										4.538E+2	3.479E-5		
										4.541E+2	5.428E-5		
										4.545E+2	4.315E-5		
										4.548E+2	4.732E-5		
										4.552E+2	2.227E-5		
										4.555E+2	3.990E-5		
										4.559E+2	4.175E-5		
										4.562E+2	3.387E-5		
										4.566E+2	4.639E-5		
										4.570E+2	2.598E-5		
										4.573E+2	3.758E-5		
										4.577E+2	4.361E-5		
										4.580E+2	1.948E-5		
										4.584E+2	2.830E-5		
										4.588E+2	3.758E-5		
										4.591E+2	4.315E-5		
										4.595E+2	4.222E-5		
										4.598E+2	3.804E-5		
										4.602E+2	4.871E-5		
										4.605E+2	3.990E-5		
										4.609E+2	3.248E-5		
										4.612E+2	4.918E-5		
										4.616E+2	4.083E-5		
										4.620E+2	3.387E-5		
										4.623E+2	2.830E-5		
										4.627E+2	3.572E-5		
										4.630E+2	3.990E-5		
										4.634E+2	3.479E-5		
										4.637E+2	3.340E-5		
										4.641E+2	3.758E-5		
										4.645E+2	4.407E-5		
										4.648E+2	2.691E-5		
										4.652E+2	1.809E-5		
										4.655E+2	1.438E-5		
										4.659E+2	3.201E-5		
										4.662E+2	1.902E-5		
										4.666E+2	2.877E-5		
										4.669E+2	2.273E-5		
										4.673E+2	2.923E-5		
										4.676E+2	2.830E-5		
										4.680E+2	2.227E-5		
										4.684E+2	3.804E-5		
										4.687E+2	2.041E-5		
										4.691E+2	3.665E-5		
										4.694E+2	3.062E-5		
										4.698E+2	2.459E-5		
										4.701E+2	1.809E-5		
										4.705E+2	2.505E-5		
										4.709E+2	2.320E-5		
										4.712E+2	1.577E-5		
										4.716E+2	3.340E-5		
										4.719E+2	3.155E-5		
										4.723E+2	2.505E-5		
										4.726E+2	1.717E-5		
										4.730E+2	3.155E-5		
										4.733E+2	3.294E-5		
										4.737E+2	2.227E-5		
										4.740E+2	2.181E-5		
										4.744E+2	3.572E-5		
										4.748E+2	3.247E-6		
										4.751E+2	1.856E-5		
										4.755E+2	4.500E-5		
										4.758E+2	1.531E-5		
										4.762E+2	2.598E-5		
										4.765E+2	2.041E-5		
										4.769E+2	2.505E-5		
										4.772E+2	8.815E-6		
										4.776E+2	6.496E-6		
										4.779E+2	2.227E-5		
										4.783E+2	3.340E-5		
										4.786E+2	3.016E-5		
										4.790E+2	3.016E-5		
										4.794E+2	2.784E-5		
										4.797E+2	2.737E-5		
										4.801E+2	1.670E-5		
										4.804E+2	2.830E-5		
										4.808E+2	2.598E-5		
										4.811E+2	1.948E-5		
										4.815E+2	3.712E-5		
										4.818E+2	4.268E-5		
										4.822E+2	4.407E-5		
										4.825E+2	1.624E-5		
										4.829E+2	2.598E-5		
										4.832E+2	3.572E-5		
										4.836E+2	3.062E-5		
										4.840E+2	2.737E-5		
										4.843E+2	2.181E-5		
										4.847E+2	4.036E-5		
										4.850E+2	3.712E-5		
										4.854E+2	3.201E-5		
										4.857E+2	2.784E-5		
										4.861E+2	4.454E-5		
										4.864E+2	4.638E-7		
										4.868E+2	1.253E-5		
										4.871E+2	1.299E-5		
										4.875E+2	2.320E-5		
										4.878E+2	3.479E-5		
										4.882E+2	4.129E-5		
										4.885E+2	1.902E-5		
										4.889E+2	4.361E-5		
										4.893E+2	2.644E-5		
										4.896E+2	3.990E-5		
										4.900E+2	3.108E-5		
										4.903E+2	3.526E-5		
										4.907E+2	6.078E-5		
										4.910E+2	5.150E-5		
										4.914E+2	4.686E-5		
										4.917E+2	3.851E-5		
										4.921E+2	3.201E-5		
										4.924E+2	4.361E-5		
										4.928E+2	4.315E-5		
										4.931E+2	4.361E-5		
										4.935E+2	3.758E-5		
										4.938E+2	4.175E-5		
										4.942E+2	4.361E-5		
										4.945E+2	3.479E-5		
										4.949E+2	3.387E-5		
										4.952E+2	6.310E-5		
										4.956E+2	3.944E-5		
										4.960E+2	5.660E-5		
										4.963E+2	5.846E-5		
										4.967E+2	6.078E-5		
										4.970E+2	6.402E-5		
										4.974E+2	7.469E-5		
										4.977E+2	6.542E-5		
										4.981E+2	6.681E-5		
										4.984E+2	7.655E-5		
										4.988E+2	8.768E-5		
										4.991E+2	7.237E-5		
										4.995E+2	8.165E-5		
										4.998E+2	9.279E-5		
										5.002E+2	7.609E-5		
										5.005E+2	9.743E-5		
										5.009E+2	1.021E-4		
										5.012E+2	9.789E-5		
										5.016E+2	8.583E-5		
										5.019E+2	9.928E-5		
										5.023E+2	1.151E-4		
										5.026E+2	1.304E-4		
										5.030E+2	1.452E-4		
										5.034E+2	1.480E-4		
										5.037E+2	1.415E-4		
										5.040E+2	1.550E-4		
										5.044E+2	1.721E-4		
										5.048E+2	1.684E-4		
										5.051E+2	1.791E-4		
										5.055E+2	1.976E-4		
										5.058E+2	2.222E-4		
										5.062E+2	2.464E-4		
										5.065E+2	2.515E-4		
										5.069E+2	2.844E-4		
										5.072E+2	2.867E-4		
										5.076E+2	3.387E-4		
										5.079E+2	3.429E-4		
										5.083E+2	3.800E-4		
										5.086E+2	3.730E-4		
										5.090E+2	4.356E-4		
										5.093E+2	4.639E-4		
										5.097E+2	5.089E-4		
										5.100E+2	5.785E-4		
										5.104E+2	6.184E-4		
										5.107E+2	6.690E-4		
										5.111E+2	7.005E-4		
										5.114E+2	7.469E-4		
										5.118E+2	8.291E-4		
										5.121E+2	9.093E-4		
										5.125E+2	9.720E-4		
										5.128E+2	1.042E-3		
										5.132E+2	1.128E-3		
										5.135E+2	1.202E-3		
										5.139E+2	1.309E-3		
										5.142E+2	1.417E-3		
										5.146E+2	1.541E-3		
										5.149E+2	1.647E-3		
										5.153E+2	1.745E-3		
										5.156E+2	1.878E-3		
										5.160E+2	2.009E-3		
										5.163E+2	2.124E-3		
										5.167E+2	2.332E-3		
										5.170E+2	2.503E-3		
										5.174E+2	2.637E-3		
										5.177E+2	2.798E-3		
										5.181E+2	2.981E-3		
										5.184E+2	3.160E-3		
										5.188E+2	3.370E-3		
										5.191E+2	3.583E-3		
										5.195E+2	3.810E-3		
										5.198E+2	4.078E-3		
										5.202E+2	4.328E-3		
										5.205E+2	4.540E-3		
										5.209E+2	4.870E-3		
										5.212E+2	5.146E-3		
										5.216E+2	5.436E-3		
										5.219E+2	5.589E-3		
										5.223E+2	5.969E-3		
										5.226E+2	6.282E-3		
										5.230E+2	6.631E-3		
										5.233E+2	6.875E-3		
										5.237E+2	7.307E-3		
										5.240E+2	7.581E-3		
										5.244E+2	7.840E-3		
										5.247E+2	8.113E-3		
										5.251E+2	8.533E-3		
										5.254E+2	8.792E-3		
										5.258E+2	9.064E-3		
										5.261E+2	9.372E-3		
										5.265E+2	9.560E-3		
										5.268E+2	9.861E-3		
										5.272E+2	1.007E-2		
										5.275E+2	1.025E-2		
										5.278E+2	1.044E-2		
										5.282E+2	1.058E-2		
										5.285E+2	1.074E-2		
										5.289E+2	1.084E-2		
										5.292E+2	1.097E-2		
										5.296E+2	1.102E-2		
										5.299E+2	1.118E-2		
										5.303E+2	1.129E-2		
										5.306E+2	1.136E-2		
										5.310E+2	1.142E-2		
										5.313E+2	1.149E-2		
										5.317E+2	1.154E-2		
										5.320E+2	1.156E-2		
										5.324E+2	1.163E-2		
										5.327E+2	1.169E-2		
										5.331E+2	1.166E-2		
										5.334E+2	1.168E-2		
										5.338E+2	1.171E-2		
										5.341E+2	1.172E-2		
										5.345E+2	1.169E-2		
										5.348E+2	1.168E-2		
										5.352E+2	1.167E-2		
										5.355E+2	1.163E-2		
										5.358E+2	1.157E-2		
										5.362E+2	1.153E-2		
										5.365E+2	1.150E-2		
										5.369E+2	1.141E-2		
										5.372E+2	1.138E-2		
										5.376E+2	1.130E-2		
										5.379E+2	1.121E-2		
										5.383E+2	1.111E-2		
										5.386E+2	1.103E-2		
										5.390E+2	1.093E-2		
										5.393E+2	1.091E-2		
										5.397E+2	1.075E-2		
										5.400E+2	1.055E-2		
										5.404E+2	1.047E-2		
										5.407E+2	1.035E-2		
										5.411E+2	1.011E-2		
										5.414E+2	9.964E-3		
										5.418E+2	9.862E-3		
										5.421E+2	9.610E-3		
										5.425E+2	9.375E-3		
										5.428E+2	9.256E-3		
										5.432E+2	8.965E-3		
										5.435E+2	8.716E-3		
										5.438E+2	8.474E-3		
										5.442E+2	8.284E-3		
										5.445E+2	7.990E-3		
										5.449E+2	7.898E-3		
										5.452E+2	7.591E-3		
										5.456E+2	7.365E-3		
										5.459E+2	7.166E-3		
										5.463E+2	6.895E-3		
										5.466E+2	6.613E-3		
										5.470E+2	6.450E-3		
										5.473E+2	6.262E-3		
										5.477E+2	6.119E-3		
										5.480E+2	5.845E-3		
										5.483E+2	5.582E-3		
										5.487E+2	5.524E-3		
										5.490E+2	5.212E-3		
										5.494E+2	5.020E-3		
										5.497E+2	4.909E-3		
										5.501E+2	4.766E-3		
										5.504E+2	4.544E-3		
										5.508E+2	4.416E-3		
										5.511E+2	4.268E-3		
										5.515E+2	4.066E-3		
										5.518E+2	3.944E-3		
										5.522E+2	3.824E-3		
										5.525E+2	3.645E-3		
										5.528E+2	3.542E-3		
										5.532E+2	3.374E-3		
										5.535E+2	3.271E-3		
										5.539E+2	3.098E-3		
										5.542E+2	3.002E-3		
										5.546E+2	2.944E-3		
										5.549E+2	2.814E-3		
										5.553E+2	2.723E-3		
										5.556E+2	2.618E-3		
										5.560E+2	2.476E-3		
										5.563E+2	2.447E-3		
										5.566E+2	2.379E-3		
										5.570E+2	2.284E-3		
										5.573E+2	2.177E-3		
										5.577E+2	2.101E-3		
										5.580E+2	2.022E-3		
										5.584E+2	1.946E-3		
										5.587E+2	1.924E-3		
										5.590E+2	1.851E-3		
										5.594E+2	1.737E-3		
										5.597E+2	1.703E-3		
										5.601E+2	1.606E-3		
										5.604E+2	1.587E-3		
										5.608E+2	1.546E-3		
										5.611E+2	1.470E-3		
										5.615E+2	1.439E-3		
										5.618E+2	1.384E-3		
										5.622E+2	1.322E-3		
										5.625E+2	1.297E-3		
										5.628E+2	1.232E-3		
										5.632E+2	1.206E-3		
										5.635E+2	1.129E-3		
										5.639E+2	1.139E-3		
										5.642E+2	1.071E-3		
										5.646E+2	1.030E-3		
										5.649E+2	1.019E-3		
										5.652E+2	9.668E-4		
										5.656E+2	9.706E-4		
										5.659E+2	8.755E-4		
										5.663E+2	8.676E-4		
										5.666E+2	8.179E-4		
										5.670E+2	8.156E-4		
										5.673E+2	7.882E-4		
										5.677E+2	7.516E-4		
										5.680E+2	7.623E-4		
										5.683E+2	7.228E-4		
										5.687E+2	7.001E-4		
										5.690E+2	6.778E-4		
										5.694E+2	6.555E-4		
										5.697E+2	6.036E-4		
										5.701E+2	6.189E-4		
										5.704E+2	6.017E-4		
										5.708E+2	5.864E-4		
										5.711E+2	5.600E-4		
										5.714E+2	5.530E-4		
										5.718E+2	5.201E-4		
										5.721E+2	5.052E-4		
										5.725E+2	4.960E-4		
										5.728E+2	4.588E-4		
										5.732E+2	4.616E-4		
										5.735E+2	4.366E-4		
										5.738E+2	4.570E-4		
										5.742E+2	4.217E-4		
										5.745E+2	3.939E-4		
										5.749E+2	3.985E-4		
										5.752E+2	3.814E-4		
										5.756E+2	3.897E-4		
										5.759E+2	3.786E-4		
										5.762E+2	3.438E-4		
										5.766E+2	3.684E-4		
										5.769E+2	3.340E-4		
										5.773E+2	3.373E-4		
										5.776E+2	3.164E-4		
										5.780E+2	2.988E-4		
										5.783E+2	3.187E-4		
										5.786E+2	2.955E-4		
										5.790E+2	2.835E-4		
										5.793E+2	2.658E-4		
										5.797E+2	2.900E-4		
										5.800E+2	2.895E-4		
										5.803E+2	2.770E-4		
										5.807E+2	2.310E-4		
										5.810E+2	2.561E-4		
										5.814E+2	2.408E-4		
										5.817E+2	2.129E-4		
										5.821E+2	2.348E-4		
										5.824E+2	2.000E-4		
										5.828E+2	2.153E-4		
										5.831E+2	2.389E-4		
										5.834E+2	2.232E-4		
										5.838E+2	1.902E-4		
										5.841E+2	2.018E-4		
										5.845E+2	1.814E-4		
										5.848E+2	1.689E-4		
										5.851E+2	1.990E-4		
										5.855E+2	1.893E-4		
										5.858E+2	1.921E-4		
										5.862E+2	1.744E-4		
										5.865E+2	1.749E-4		
										5.868E+2	1.587E-4		
										5.872E+2	1.610E-4		
										5.875E+2	1.610E-4		
										5.879E+2	1.777E-4		
										5.882E+2	1.434E-4		
										5.885E+2	1.554E-4		
										5.889E+2	1.633E-4		
										5.892E+2	1.550E-4		
										5.896E+2	1.550E-4		
										5.899E+2	1.373E-4		
										5.903E+2	1.271E-4		
										5.906E+2	1.248E-4		
										5.909E+2	1.345E-4		
										5.913E+2	1.113E-4		
										5.916E+2	1.262E-4		
										5.920E+2	1.016E-4		
										5.923E+2	1.202E-4		
										5.926E+2	1.132E-4		
										5.930E+2	1.271E-4		
										5.933E+2	1.137E-4		
										5.937E+2	1.169E-4		
										5.940E+2	1.109E-4		
										5.943E+2	9.140E-5		
										5.947E+2	1.095E-4		
										5.950E+2	1.183E-4		
										5.954E+2	1.044E-4		
										5.957E+2	9.140E-5		
										5.960E+2	1.151E-4		
										5.964E+2	1.049E-4		
										5.967E+2	9.928E-5		
										5.971E+2	1.183E-4		
										5.974E+2	1.002E-4		
										5.978E+2	9.232E-5		
										5.981E+2	1.011E-4		
										5.984E+2	7.516E-5		
										5.988E+2	7.052E-5		
										5.991E+2	7.377E-5		
										5.995E+2	1.030E-4		
										5.998E+2	7.980E-5		
										6.001E+2	7.655E-5		
										6.005E+2	8.119E-5		
										6.008E+2	9.835E-5		
										6.012E+2	6.959E-5		
										6.015E+2	8.815E-5		
										6.018E+2	8.073E-5		
										6.022E+2	7.469E-5		
										6.025E+2	7.980E-5		
										6.028E+2	6.170E-5		
										6.032E+2	6.773E-5		
										6.035E+2	7.655E-5		
										6.039E+2	5.289E-5		
										6.042E+2	7.980E-5		
										6.045E+2	5.799E-5		
										6.049E+2	6.449E-5		
										6.052E+2	8.165E-5		
										6.056E+2	6.727E-5		
										6.059E+2	4.779E-5		
										6.062E+2	3.851E-5		
										6.066E+2	7.377E-5		
										6.069E+2	7.933E-5		
										6.072E+2	8.258E-5		
										6.076E+2	8.119E-5		
										6.079E+2	6.820E-5		
										6.083E+2	5.475E-5		
										6.086E+2	6.681E-5		
										6.090E+2	4.454E-5		
										6.093E+2	6.959E-5		
										6.096E+2	5.428E-5		
										6.100E+2	4.732E-5		
										6.103E+2	4.547E-5		
										6.106E+2	5.011E-5		
										6.110E+2	5.706E-5		
										6.113E+2	6.913E-5		
										6.117E+2	7.191E-5		
										6.120E+2	5.289E-5		
										6.123E+2	3.804E-5		
										6.127E+2	5.150E-5		
										6.130E+2	3.990E-5		
										6.133E+2	5.521E-5		
										6.137E+2	7.469E-5		
										6.140E+2	2.923E-5		
										6.144E+2	6.727E-5		
										6.147E+2	5.057E-5		
										6.150E+2	4.686E-5		
										6.154E+2	4.918E-5		
										6.157E+2	4.686E-5		
										6.160E+2	5.706E-5		
										6.164E+2	5.521E-5		
										6.167E+2	4.129E-5		
										6.171E+2	6.263E-5		
										6.174E+2	3.201E-5		
										6.177E+2	4.268E-5		
										6.181E+2	4.175E-5		
										6.184E+2	4.361E-5		
										6.188E+2	4.454E-5		
										6.191E+2	3.804E-5		
