Voltage(V)	Current(A)	PD Current(A)	J (mA/cm2)	L (cd/m2)	Cur Eff (cd/A)	Power Eff (lm/W)	EQE(%)	CIE X	CIE Y	Wav (nm)	Intensity (au)	NeV (V)	NeJ (mA/cm2))
-1.360E+0	9.120E-8	2.214E-9	2.280E-3	1.055E-1	4.629E+0	-1.069E+1	3.878E+0			3.841E+2	7.301E-6		
-1.120E+0	6.576E-8	2.278E-9	1.644E-3	1.086E-1	6.606E+0	-1.852E+1	5.534E+0			3.845E+2	1.123E-5		
-8.800E-1	4.712E-8	2.156E-9	1.178E-3	1.028E-1	8.726E+0	-3.113E+1	7.310E+0			3.849E+2	2.246E-6		
-6.400E-1	3.065E-8	2.238E-9	7.663E-4	1.067E-1	1.392E+1	-6.830E+1	1.166E+1			3.852E+2	2.022E-5		
-4.000E-1	1.651E-8	2.257E-9	4.128E-4	1.076E-1	2.606E+1	-2.046E+2	2.183E+1			3.856E+2	1.684E-6		
-1.600E-1	4.882E-9	2.210E-9	1.221E-4	1.053E-1	8.630E+1	-1.694E+3	7.230E+1			3.860E+2	1.629E-5		
8.000E-2	5.425E-9	2.287E-9	1.356E-4	1.090E-1	8.037E+1	3.154E+3	6.733E+1			3.863E+2	8.424E-6		
3.200E-1	1.563E-8	2.237E-9	3.908E-4	1.066E-1	2.728E+1	2.677E+2	2.285E+1			3.867E+2	1.684E-6		
5.600E-1	2.677E-8	2.240E-9	6.692E-4	1.068E-1	1.595E+1	8.945E+1	1.337E+1			3.870E+2	2.302E-5		
8.000E-1	3.964E-8	2.237E-9	9.910E-4	1.067E-1	1.076E+1	4.224E+1	9.015E+0			3.874E+2	1.292E-5		
1.040E+0	5.425E-8	2.246E-9	1.356E-3	1.070E-1	7.892E+0	2.383E+1	6.612E+0			3.878E+2	6.178E-6		
1.280E+0	7.145E-8	2.280E-9	1.786E-3	1.087E-1	6.085E+0	1.493E+1	5.098E+0			3.881E+2	1.684E-6		
1.520E+0	9.497E-8	2.279E-9	2.374E-3	1.086E-1	4.576E+0	9.453E+0	3.833E+0			3.885E+2	1.348E-5		
1.760E+0	3.009E-7	2.380E-9	7.524E-3	1.135E-1	1.508E+0	2.690E+0	1.263E+0			3.889E+2	1.348E-5		
2.000E+0	1.615E-6	3.647E-9	4.036E-2	1.738E-1	4.307E-1	6.762E-1	3.608E-1			3.892E+2	8.985E-6		
2.240E+0	5.705E-6	7.557E-9	1.426E-1	3.602E-1	2.526E-1	3.540E-1	2.116E-1			3.896E+2	1.684E-6		
2.480E+0	1.637E-5	1.574E-8	4.092E-1	7.503E-1	1.833E-1	2.321E-1	1.536E-1			3.900E+2	1.292E-5		
2.720E+0	4.293E-5	3.010E-8	1.073E+0	1.435E+0	1.337E-1	1.543E-1	1.120E-1			3.903E+2	2.807E-6		
2.960E+0	1.047E-4	5.236E-8	2.617E+0	2.496E+0	9.538E-2	1.012E-1	7.990E-2			3.907E+2	8.985E-6		
3.200E+0	2.175E-4	8.948E-8	5.437E+0	4.265E+0	7.845E-2	7.698E-2	6.573E-2			3.911E+2	1.965E-5		
3.440E+0	3.920E-4	1.244E-7	9.801E+0	5.929E+0	6.050E-2	5.522E-2	5.068E-2			3.914E+2	2.246E-6		
3.680E+0	6.354E-4	1.828E-7	1.588E+1	8.713E+0	5.485E-2	4.680E-2	4.595E-2			3.918E+2	5.614E-7		
3.920E+0	9.535E-4	2.520E-7	2.384E+1	1.201E+1	5.038E-2	4.036E-2	4.221E-2			3.921E+2	6.739E-6		
4.160E+0	1.351E-3	3.363E-7	3.378E+1	1.603E+1	4.747E-2	3.583E-2	3.976E-2			3.925E+2	7.301E-6		
4.400E+0	1.831E-3	4.370E-7	4.578E+1	2.083E+1	4.551E-2	3.248E-2	3.812E-2			3.929E+2	4.491E-6		
4.640E+0	2.396E-3	5.550E-7	5.990E+1	2.646E+1	4.417E-2	2.989E-2	3.700E-2			3.932E+2	8.985E-6		
4.880E+0	3.050E-3	6.913E-7	7.625E+1	3.295E+1	4.322E-2	2.781E-2	3.620E-2			3.936E+2	1.123E-6		
5.120E+0	3.797E-3	8.469E-7	9.493E+1	4.037E+1	4.253E-2	2.608E-2	3.563E-2			3.940E+2	5.055E-6		
5.360E+0	4.637E-3	1.022E-6	1.159E+2	4.873E+1	4.204E-2	2.463E-2	3.522E-2			3.943E+2	3.930E-6		
5.600E+0	5.563E-3	1.217E-6	1.391E+2	5.803E+1	4.173E-2	2.340E-2	3.496E-2			3.947E+2	6.739E-6		
5.840E+0	6.583E-3	1.434E-6	1.646E+2	6.834E+1	4.152E-2	2.233E-2	3.479E-2			3.950E+2	4.491E-6		
6.080E+0	7.686E-3	1.671E-6	1.922E+2	7.965E+1	4.145E-2	2.141E-2	3.473E-2			3.954E+2	1.404E-5		
6.320E+0	8.862E-3	1.931E-6	2.216E+2	9.204E+1	4.154E-2	2.064E-2	3.480E-2			3.958E+2	9.547E-6		
6.560E+0	1.011E-2	2.213E-6	2.527E+2	1.055E+2	4.176E-2	1.999E-2	3.498E-2			3.961E+2	1.292E-5		
6.800E+0	1.140E-2	2.521E-6	2.851E+2	1.202E+2	4.214E-2	1.946E-2	3.530E-2			3.965E+2	5.614E-7		
7.040E+0	1.275E-2	2.851E-6	3.189E+2	1.359E+2	4.261E-2	1.901E-2	3.570E-2			3.969E+2	3.369E-6		
7.280E+0	1.414E-2	3.211E-6	3.534E+2	1.531E+2	4.331E-2	1.868E-2	3.628E-2			3.972E+2	1.684E-6		
7.520E+0	1.555E-2	3.598E-6	3.888E+2	1.715E+2	4.411E-2	1.842E-2	3.695E-2			3.976E+2	1.853E-5		
7.760E+0	1.697E-2	4.026E-6	4.242E+2	1.919E+2	4.525E-2	1.831E-2	3.791E-2			3.980E+2	1.684E-6		
8.000E+0	1.842E-2	4.488E-6	4.605E+2	2.139E+2	4.646E-2	1.824E-2	3.892E-2			3.983E+2	8.424E-6		
										3.987E+2	1.179E-5		
										3.990E+2	1.572E-5		
										3.994E+2	1.460E-5		
										3.998E+2	2.807E-6		
										4.001E+2	4.491E-6		
										4.005E+2	1.123E-6		
										4.009E+2	3.369E-6		
										4.012E+2	1.179E-5		
										4.016E+2	2.471E-5		
										4.020E+2	5.617E-6		
										4.023E+2	5.055E-6		
										4.027E+2	1.011E-5		
										4.030E+2	2.078E-5		
										4.034E+2	9.547E-6		
										4.038E+2	3.930E-6		
										4.041E+2	2.807E-6		
										4.045E+2	2.639E-5		
										4.049E+2	2.807E-6		
										4.052E+2	2.134E-5		
										4.056E+2	6.178E-6		
										4.059E+2	1.965E-5		
										4.063E+2	1.684E-6		
										4.067E+2	1.965E-5		
										4.070E+2	1.292E-5		
										4.074E+2	7.862E-6		
										4.077E+2	2.639E-5		
										4.081E+2	3.930E-6		
										4.085E+2	1.853E-5		
										4.088E+2	6.739E-6		
										4.092E+2	2.807E-6		
										4.095E+2	1.292E-5		
										4.099E+2	0.000E+0		
										4.103E+2	1.741E-5		
										4.106E+2	2.190E-5		
										4.110E+2	3.369E-6		
										4.114E+2	1.797E-5		
										4.117E+2	1.404E-5		
										4.121E+2	5.055E-6		
										4.125E+2	5.614E-7		
										4.128E+2	1.292E-5		
										4.132E+2	7.862E-6		
										4.135E+2	1.011E-5		
										4.139E+2	0.000E+0		
										4.142E+2	3.930E-6		
										4.146E+2	1.404E-5		
										4.150E+2	2.807E-6		
										4.153E+2	1.292E-5		
										4.157E+2	3.369E-6		
										4.161E+2	3.369E-6		
										4.164E+2	3.369E-6		
										4.168E+2	1.741E-5		
										4.171E+2	2.696E-5		
										4.175E+2	1.123E-6		
										4.179E+2	5.617E-6		
										4.182E+2	6.739E-6		
										4.186E+2	1.404E-5		
										4.189E+2	5.617E-6		
										4.193E+2	6.178E-6		
										4.197E+2	4.324E-5		
										4.200E+2	1.067E-5		
										4.204E+2	3.369E-6		
										4.208E+2	2.358E-5		
										4.211E+2	2.807E-6		
										4.215E+2	2.078E-5		
										4.218E+2	1.797E-5		
										4.222E+2	5.617E-6		
										4.225E+2	1.404E-5		
										4.229E+2	6.178E-6		
										4.233E+2	8.985E-6		
										4.236E+2	1.909E-5		
										4.240E+2	1.179E-5		
										4.244E+2	2.415E-5		
										4.247E+2	1.011E-5		
										4.251E+2	1.684E-6		
										4.254E+2	1.011E-5		
										4.258E+2	2.246E-6		
										4.261E+2	1.348E-5		
										4.265E+2	2.471E-5		
										4.269E+2	1.797E-5		
										4.272E+2	2.246E-5		
										4.276E+2	2.696E-5		
										4.280E+2	1.404E-5		
										4.283E+2	6.178E-6		
										4.287E+2	2.807E-6		
										4.290E+2	1.516E-5		
										4.294E+2	3.369E-6		
										4.298E+2	7.301E-6		
										4.301E+2	1.011E-5		
										4.305E+2	8.985E-6		
										4.308E+2	8.424E-6		
										4.312E+2	8.985E-6		
										4.315E+2	2.022E-5		
										4.319E+2	1.235E-5		
										4.323E+2	1.179E-5		
										4.326E+2	8.424E-6		
										4.330E+2	1.123E-6		
										4.333E+2	3.369E-6		
										4.337E+2	2.246E-5		
										4.341E+2	3.930E-6		
										4.344E+2	1.909E-5		
										4.348E+2	1.909E-5		
										4.351E+2	2.583E-5		
										4.355E+2	2.471E-5		
										4.359E+2	1.797E-5		
										4.362E+2	2.920E-5		
										4.366E+2	2.752E-5		
										4.369E+2	2.302E-5		
										4.373E+2	3.930E-6		
										4.376E+2	2.752E-5		
										4.380E+2	2.415E-5		
										4.384E+2	3.032E-5		
										4.387E+2	5.616E-5		
										4.391E+2	1.685E-5		
										4.394E+2	3.819E-5		
										4.398E+2	3.987E-5		
										4.402E+2	4.324E-5		
										4.405E+2	4.829E-5		
										4.409E+2	5.391E-5		
										4.412E+2	3.819E-5		
										4.416E+2	4.829E-5		
										4.420E+2	4.324E-5		
										4.423E+2	2.639E-5		
										4.427E+2	4.605E-5		
										4.430E+2	3.482E-5		
										4.434E+2	4.268E-5		
										4.437E+2	3.201E-5		
										4.441E+2	6.289E-5		
										4.445E+2	4.324E-5		
										4.448E+2	1.235E-5		
										4.452E+2	1.741E-5		
										4.455E+2	4.268E-5		
										4.459E+2	2.864E-5		
										4.462E+2	4.436E-5		
										4.466E+2	5.728E-5		
										4.470E+2	3.369E-5		
										4.473E+2	4.268E-5		
										4.477E+2	3.706E-5		
										4.480E+2	7.862E-6		
										4.484E+2	4.942E-5		
										4.488E+2	2.527E-5		
										4.491E+2	5.896E-5		
										4.495E+2	4.661E-5		
										4.498E+2	4.605E-5		
										4.502E+2	3.032E-5		
										4.505E+2	3.257E-5		
										4.509E+2	2.583E-5		
										4.512E+2	5.055E-6		
										4.516E+2	2.864E-5		
										4.520E+2	3.482E-5		
										4.523E+2	3.594E-5		
										4.527E+2	3.089E-5		
										4.530E+2	2.302E-5		
										4.534E+2	3.762E-5		
										4.538E+2	5.617E-6		
										4.541E+2	2.415E-5		
										4.545E+2	7.862E-6		
										4.548E+2	2.022E-5		
										4.552E+2	3.650E-5		
										4.555E+2	1.123E-5		
										4.559E+2	9.547E-6		
										4.562E+2	1.684E-6		
										4.566E+2	1.909E-5		
										4.570E+2	8.985E-6		
										4.573E+2	1.292E-5		
										4.577E+2	3.875E-5		
										4.580E+2	8.424E-6		
										4.584E+2	9.547E-6		
										4.588E+2	3.032E-5		
										4.591E+2	2.078E-5		
										4.595E+2	1.965E-5		
										4.598E+2	1.123E-5		
										4.602E+2	2.078E-5		
										4.605E+2	1.797E-5		
										4.609E+2	1.348E-5		
										4.612E+2	2.471E-5		
										4.616E+2	1.685E-5		
										4.620E+2	1.348E-5		
										4.623E+2	2.190E-5		
										4.627E+2	2.358E-5		
										4.630E+2	1.572E-5		
										4.634E+2	2.246E-6		
										4.637E+2	8.424E-6		
										4.641E+2	8.424E-6		
										4.645E+2	1.853E-5		
										4.648E+2	2.358E-5		
										4.652E+2	2.415E-5		
										4.655E+2	5.055E-6		
										4.659E+2	2.246E-5		
										4.662E+2	2.807E-6		
										4.666E+2	2.246E-5		
										4.669E+2	1.629E-5		
										4.673E+2	6.178E-6		
										4.676E+2	2.471E-5		
										4.680E+2	7.301E-6		
										4.684E+2	1.460E-5		
										4.687E+2	1.404E-5		
										4.691E+2	5.055E-6		
										4.694E+2	1.067E-5		
										4.698E+2	1.629E-5		
										4.701E+2	1.797E-5		
										4.705E+2	5.055E-6		
										4.709E+2	1.684E-6		
										4.712E+2	1.685E-5		
										4.716E+2	1.684E-6		
										4.719E+2	7.301E-6		
										4.723E+2	1.909E-5		
										4.726E+2	2.415E-5		
										4.730E+2	1.348E-5		
										4.733E+2	3.369E-6		
										4.737E+2	9.547E-6		
										4.740E+2	4.491E-6		
										4.744E+2	1.516E-5		
										4.748E+2	8.985E-6		
										4.751E+2	4.491E-6		
										4.755E+2	1.123E-5		
										4.758E+2	4.491E-6		
										4.762E+2	1.011E-5		
										4.765E+2	1.123E-6		
										4.769E+2	1.853E-5		
										4.772E+2	0.000E+0		
										4.776E+2	3.930E-6		
										4.779E+2	7.862E-6		
										4.783E+2	3.930E-6		
										4.786E+2	5.055E-6		
										4.790E+2	2.807E-6		
										4.794E+2	3.930E-6		
										4.797E+2	1.965E-5		
										4.801E+2	7.862E-6		
										4.804E+2	5.614E-7		
										4.808E+2	1.179E-5		
										4.811E+2	5.617E-6		
										4.815E+2	8.985E-6		
										4.818E+2	1.123E-6		
										4.822E+2	1.909E-5		
										4.825E+2	7.301E-6		
										4.829E+2	5.614E-7		
										4.832E+2	1.909E-5		
										4.836E+2	1.404E-5		
										4.840E+2	2.639E-5		
										4.843E+2	6.178E-6		
										4.847E+2	2.246E-5		
										4.850E+2	1.123E-6		
										4.854E+2	5.617E-6		
										4.857E+2	1.516E-5		
										4.861E+2	1.684E-6		
										4.864E+2	3.930E-6		
										4.868E+2	2.808E-5		
										4.871E+2	1.235E-5		
										4.875E+2	6.178E-6		
										4.878E+2	1.684E-6		
										4.882E+2	3.369E-6		
										4.885E+2	1.741E-5		
										4.889E+2	3.426E-5		
										4.893E+2	1.348E-5		
										4.896E+2	8.985E-6		
										4.900E+2	2.078E-5		
										4.903E+2	1.572E-5		
										4.907E+2	6.739E-6		
										4.910E+2	1.572E-5		
										4.914E+2	1.179E-5		
										4.917E+2	1.460E-5		
										4.921E+2	1.067E-5		
										4.924E+2	2.246E-6		
										4.928E+2	2.078E-5		
										4.931E+2	1.348E-5		
										4.935E+2	2.976E-5		
										4.938E+2	6.178E-6		
										4.942E+2	1.348E-5		
										4.945E+2	1.853E-5		
										4.949E+2	2.920E-5		
										4.952E+2	4.491E-6		
										4.956E+2	1.853E-5		
										4.960E+2	3.875E-5		
										4.963E+2	3.089E-5		
										4.967E+2	1.965E-5		
										4.970E+2	2.752E-5		
										4.974E+2	3.145E-5		
										4.977E+2	2.415E-5		
										4.981E+2	2.583E-5		
										4.984E+2	7.862E-6		
										4.988E+2	5.614E-7		
										4.991E+2	2.190E-5		
										4.995E+2	2.583E-5		
										4.998E+2	2.246E-5		
										5.002E+2	1.123E-5		
										5.005E+2	3.762E-5		
										5.009E+2	9.547E-6		
										5.012E+2	1.516E-5		
										5.016E+2	3.201E-5		
										5.019E+2	1.179E-5		
										5.023E+2	1.292E-5		
										5.026E+2	1.235E-5		
										5.030E+2	2.302E-5		
										5.034E+2	3.819E-5		
										5.037E+2	3.538E-5		
										5.040E+2	2.022E-5		
										5.044E+2	2.134E-5		
										5.048E+2	6.626E-5		
										5.051E+2	3.875E-5		
										5.055E+2	3.482E-5		
										5.058E+2	4.493E-5		
										5.062E+2	1.460E-5		
										5.065E+2	4.324E-5		
										5.069E+2	3.426E-5		
										5.072E+2	4.829E-5		
										5.076E+2	3.987E-5		
										5.079E+2	2.583E-5		
										5.083E+2	3.875E-5		
										5.086E+2	2.358E-5		
										5.090E+2	4.661E-5		
										5.093E+2	4.043E-5		
										5.097E+2	2.920E-5		
										5.100E+2	3.650E-5		
										5.104E+2	1.797E-5		
										5.107E+2	2.864E-5		
										5.111E+2	2.078E-5		
										5.114E+2	1.909E-5		
										5.118E+2	4.155E-5		
										5.121E+2	2.134E-5		
										5.125E+2	4.773E-5		
										5.128E+2	4.324E-5		
										5.132E+2	4.155E-5		
										5.135E+2	3.706E-5		
										5.139E+2	4.043E-5		
										5.142E+2	3.987E-5		
										5.146E+2	6.121E-5		
										5.149E+2	3.538E-5		
										5.153E+2	4.549E-5		
										5.156E+2	3.089E-5		
										5.160E+2	2.864E-5		
										5.163E+2	2.134E-5		
										5.167E+2	2.639E-5		
										5.170E+2	4.268E-5		
										5.174E+2	2.471E-5		
										5.177E+2	3.819E-5		
										5.181E+2	2.808E-5		
										5.184E+2	4.436E-5		
										5.188E+2	3.032E-5		
										5.191E+2	4.324E-5		
										5.195E+2	5.503E-5		
										5.198E+2	1.797E-5		
										5.202E+2	2.639E-5		
										5.205E+2	4.773E-5		
										5.209E+2	3.313E-5		
										5.212E+2	5.391E-5		
										5.216E+2	4.155E-5		
										5.219E+2	1.909E-5		
										5.223E+2	5.110E-5		
										5.226E+2	6.739E-5		
										5.230E+2	3.931E-5		
										5.233E+2	6.065E-5		
										5.237E+2	4.549E-5		
										5.240E+2	3.201E-5		
										5.244E+2	6.514E-5		
										5.247E+2	3.201E-5		
										5.251E+2	5.896E-5		
										5.254E+2	2.808E-5		
										5.258E+2	4.773E-5		
										5.261E+2	6.065E-5		
										5.265E+2	4.099E-5		
										5.268E+2	2.190E-5		
										5.272E+2	5.616E-5		
										5.275E+2	3.819E-5		
										5.278E+2	3.482E-5		
										5.282E+2	3.819E-5		
										5.285E+2	4.324E-5		
										5.289E+2	5.054E-5		
										5.292E+2	5.054E-5		
										5.296E+2	4.886E-5		
										5.299E+2	4.043E-5		
										5.303E+2	5.335E-5		
										5.306E+2	4.212E-5		
										5.310E+2	2.583E-5		
										5.313E+2	5.335E-5		
										5.317E+2	4.829E-5		
										5.320E+2	3.538E-5		
										5.324E+2	4.998E-5		
										5.327E+2	3.426E-5		
										5.331E+2	7.301E-6		
										5.334E+2	4.268E-5		
										5.338E+2	3.538E-5		
										5.341E+2	3.426E-5		
										5.345E+2	2.639E-5		
										5.348E+2	3.706E-5		
										5.352E+2	5.447E-5		
										5.355E+2	4.099E-5		
										5.358E+2	4.436E-5		
										5.362E+2	4.212E-5		
										5.365E+2	4.324E-5		
										5.369E+2	3.089E-5		
										5.372E+2	2.302E-5		
										5.376E+2	4.436E-5		
										5.379E+2	4.155E-5		
										5.383E+2	3.089E-5		
										5.386E+2	3.032E-5		
										5.390E+2	3.426E-5		
										5.393E+2	1.965E-5		
										5.397E+2	3.426E-5		
										5.400E+2	4.549E-5		
										5.404E+2	3.369E-5		
										5.407E+2	3.145E-5		
										5.411E+2	4.998E-5		
										5.414E+2	6.233E-5		
										5.418E+2	3.089E-5		
										5.421E+2	3.313E-5		
										5.425E+2	3.650E-5		
										5.428E+2	2.471E-5		
										5.432E+2	3.032E-5		
										5.435E+2	4.380E-5		
										5.438E+2	1.853E-5		
										5.442E+2	3.089E-5		
										5.445E+2	4.886E-5		
										5.449E+2	4.380E-5		
										5.452E+2	4.155E-5		
										5.456E+2	4.717E-5		
										5.459E+2	5.054E-5		
										5.463E+2	3.650E-5		
										5.466E+2	2.246E-5		
										5.470E+2	1.965E-5		
										5.473E+2	4.998E-5		
										5.477E+2	3.201E-5		
										5.480E+2	2.527E-5		
										5.483E+2	3.762E-5		
										5.487E+2	3.426E-5		
										5.490E+2	3.313E-5		
										5.494E+2	2.527E-5		
										5.497E+2	1.348E-5		
										5.501E+2	7.301E-6		
										5.504E+2	2.415E-5		
										5.508E+2	5.614E-7		
										5.511E+2	3.875E-5		
										5.515E+2	2.920E-5		
										5.518E+2	1.629E-5		
										5.522E+2	2.246E-6		
										5.525E+2	3.313E-5		
										5.528E+2	3.762E-5		
										5.532E+2	3.369E-5		
										5.535E+2	2.246E-5		
										5.539E+2	2.022E-5		
										5.542E+2	1.965E-5		
										5.546E+2	3.931E-5		
										5.549E+2	2.639E-5		
										5.553E+2	2.471E-5		
										5.556E+2	6.178E-6		
										5.560E+2	3.032E-5		
										5.563E+2	1.909E-5		
										5.566E+2	2.808E-5		
										5.570E+2	3.032E-5		
										5.573E+2	2.752E-5		
										5.577E+2	5.617E-6		
										5.580E+2	1.572E-5		
										5.584E+2	2.639E-5		
										5.587E+2	2.583E-5		
										5.590E+2	2.807E-6		
										5.594E+2	2.583E-5		
										5.597E+2	1.460E-5		
										5.601E+2	3.201E-5		
										5.604E+2	2.246E-6		
										5.608E+2	1.684E-6		
										5.611E+2	1.235E-5		
										5.615E+2	1.797E-5		
										5.618E+2	1.853E-5		
										5.622E+2	1.179E-5		
										5.625E+2	5.614E-7		
										5.628E+2	8.424E-6		
										5.632E+2	5.614E-7		
										5.635E+2	1.011E-5		
										5.639E+2	1.516E-5		
										5.642E+2	3.369E-6		
										5.646E+2	1.460E-5		
										5.649E+2	1.460E-5		
										5.652E+2	1.404E-5		
										5.656E+2	8.424E-6		
										5.659E+2	6.178E-6		
										5.663E+2	1.123E-6		
										5.666E+2	3.369E-6		
										5.670E+2	4.491E-6		
										5.673E+2	1.516E-5		
										5.677E+2	1.797E-5		
										5.680E+2	5.614E-7		
										5.683E+2	1.179E-5		
										5.687E+2	2.078E-5		
										5.690E+2	2.471E-5		
										5.694E+2	3.201E-5		
										5.697E+2	2.190E-5		
										5.701E+2	3.089E-5		
										5.704E+2	4.549E-5		
										5.708E+2	9.547E-6		
										5.711E+2	2.583E-5		
										5.714E+2	2.808E-5		
										5.718E+2	2.302E-5		
										5.721E+2	3.257E-5		
										5.725E+2	4.886E-5		
										5.728E+2	4.436E-5		
										5.732E+2	3.313E-5		
										5.735E+2	4.268E-5		
										5.738E+2	4.942E-5		
										5.742E+2	3.482E-5		
										5.745E+2	3.594E-5		
										5.749E+2	4.886E-5		
										5.752E+2	6.795E-5		
										5.756E+2	4.380E-5		
										5.759E+2	6.458E-5		
										5.762E+2	2.808E-5		
										5.766E+2	4.380E-5		
										5.769E+2	4.773E-5		
										5.773E+2	7.357E-5		
										5.776E+2	6.009E-5		
										5.780E+2	4.773E-5		
										5.783E+2	5.110E-5		
										5.786E+2	6.289E-5		
										5.790E+2	8.592E-5		
										5.793E+2	7.693E-5		
										5.797E+2	7.918E-5		
										5.800E+2	7.525E-5		
										5.803E+2	7.132E-5		
										5.807E+2	1.078E-4		
										5.810E+2	1.078E-4		
										5.814E+2	8.255E-5		
										5.817E+2	9.434E-5		
										5.821E+2	9.603E-5		
										5.824E+2	1.213E-4		
										5.828E+2	1.219E-4		
										5.831E+2	1.348E-4		
										5.834E+2	1.348E-4		
										5.838E+2	1.140E-4		
										5.841E+2	1.292E-4		
										5.845E+2	1.191E-4		
										5.848E+2	1.612E-4		
										5.851E+2	1.477E-4		
										5.855E+2	1.404E-4		
										5.858E+2	1.567E-4		
										5.862E+2	1.634E-4		
										5.865E+2	1.696E-4		
										5.868E+2	1.617E-4		
										5.872E+2	1.763E-4		
										5.875E+2	1.797E-4		
										5.879E+2	2.022E-4		
										5.882E+2	1.859E-4		
										5.885E+2	2.083E-4		
										5.889E+2	2.426E-4		
										5.892E+2	2.403E-4		
										5.896E+2	2.521E-4		
										5.899E+2	2.578E-4		
										5.903E+2	2.488E-4		
										5.906E+2	2.667E-4		
										5.909E+2	2.549E-4		
										5.913E+2	2.825E-4		
										5.916E+2	3.128E-4		
										5.920E+2	3.089E-4		
										5.923E+2	2.993E-4		
										5.926E+2	3.100E-4		
										5.930E+2	3.358E-4		
										5.933E+2	3.426E-4		
										5.937E+2	3.403E-4		
										5.940E+2	3.521E-4		
										5.943E+2	3.594E-4		
										5.947E+2	3.987E-4		
										5.950E+2	4.217E-4		
										5.954E+2	4.296E-4		
										5.957E+2	4.476E-4		
										5.960E+2	4.740E-4		
										5.964E+2	4.835E-4		
										5.967E+2	4.762E-4		
										5.971E+2	4.807E-4		
										5.974E+2	5.223E-4		
										5.978E+2	5.318E-4		
										5.981E+2	5.543E-4		
										5.984E+2	5.728E-4		
										5.988E+2	5.941E-4		
										5.991E+2	6.334E-4		
										5.995E+2	6.598E-4		
										5.998E+2	7.081E-4		
										6.001E+2	7.238E-4		
										6.005E+2	7.014E-4		
										6.008E+2	7.766E-4		
										6.012E+2	7.587E-4		
										6.015E+2	8.019E-4		
										6.018E+2	8.446E-4		
										6.022E+2	8.946E-4		
										6.025E+2	9.625E-4		
										6.028E+2	9.507E-4		
										6.032E+2	9.687E-4		
										6.035E+2	1.007E-3		
										6.039E+2	1.061E-3		
										6.042E+2	1.120E-3		
										6.045E+2	1.169E-3		
										6.049E+2	1.230E-3		
										6.052E+2	1.292E-3		
										6.056E+2	1.351E-3		
										6.059E+2	1.353E-3		
										6.062E+2	1.517E-3		
										6.066E+2	1.494E-3		
										6.069E+2	1.546E-3		
										6.072E+2	1.644E-3		
										6.076E+2	1.739E-3		
										6.079E+2	1.780E-3		
										6.083E+2	1.910E-3		
										6.086E+2	1.936E-3		
										6.090E+2	1.998E-3		
										6.093E+2	2.097E-3		
										6.096E+2	2.238E-3		
										6.100E+2	2.295E-3		
										6.103E+2	2.404E-3		
										6.106E+2	2.466E-3		
										6.110E+2	2.601E-3		
										6.113E+2	2.669E-3		
										6.117E+2	2.844E-3		
										6.120E+2	2.962E-3		
										6.123E+2	3.101E-3		
										6.127E+2	3.238E-3		
										6.130E+2	3.363E-3		
										6.133E+2	3.521E-3		
										6.137E+2	3.633E-3		
										6.140E+2	3.805E-3		
										6.144E+2	4.020E-3		
										6.147E+2	4.110E-3		
										6.150E+2	4.288E-3		
										6.154E+2	4.428E-3		
										6.157E+2	4.665E-3		
										6.160E+2	4.863E-3		
										6.164E+2	5.026E-3		
										6.167E+2	5.325E-3		
										6.171E+2	5.437E-3		
										6.174E+2	5.638E-3		
										6.177E+2	5.846E-3		
										6.181E+2	6.062E-3		
										6.184E+2	6.267E-3		
										6.188E+2	6.428E-3		
										6.191E+2	6.626E-3		
