SpectraSuite数据文件
++++++++++++++++++++++++++++++++++++
数据: Mon Apr 27 18:33:27 CST 2026
用户: Administrator
暗光谱: 是
参考光谱: 是
光谱数量: 1
光谱仪: USB2+H12950
积分时间（微秒）: 100000 (USB2+H12950)
平均次数: 1 (USB2+H12950)
平滑度: 0 (USB2+H12950)
去除暗噪声: 否 (USB2+H12950)
使用脉冲信号/灯: 否 (USB2+H12950)
电子暗噪声校正: 否 (USB2+H12950)
杂散光校正: 否 (USB2+H12950)
光谱像素值: 2048
>>>>>Begin Processed Spectral Data<<<<<
190.29	-12.60
190.67	-12.60
191.05	-12.60
191.44	-55.45
191.82	12.60
192.20	-83.18
192.58	-52.93
192.96	-17.64
193.35	25.21
193.73	20.16
194.11	32.77
194.49	-7.56
194.87	57.97
195.25	20.16
195.64	-7.56
196.02	163.84
196.40	32.77
196.78	20.16
197.16	-47.89
197.55	85.70
197.93	20.16
198.31	20.16
198.69	-40.33
199.07	-68.06
199.45	-15.12
199.83	-17.64
200.22	22.69
200.60	37.81
200.98	-42.85
201.36	35.29
201.74	10.08
202.12	-40.33
202.50	-80.66
202.88	20.16
203.27	7.56
203.65	-60.49
204.03	22.69
204.41	-70.58
204.79	-15.12
205.17	93.26
205.55	25.21
205.93	57.97
206.31	-22.69
206.70	-83.18
207.08	-68.06
207.46	-2.52
207.84	-15.12
208.22	32.77
208.60	42.85
208.98	5.04
209.36	-47.89
209.74	-27.73
210.12	-25.21
210.50	10.08
210.88	15.12
211.26	17.64
211.64	-20.16
212.02	12.60
212.40	27.73
212.78	42.85
213.16	-20.16
213.55	-27.73
213.93	-27.73
214.31	-32.77
214.69	-57.97
215.07	-55.45
215.45	12.60
215.83	17.64
216.21	-57.97
216.59	-60.49
216.97	-22.69
217.35	-27.73
217.73	27.73
218.11	-75.62
218.49	-17.64
218.87	40.33
219.25	7.56
219.63	68.06
220.01	-47.89
220.38	-22.69
220.76	88.22
221.14	-52.93
221.52	-98.30
221.90	-141.15
222.28	138.63
222.66	73.10
223.04	32.77
223.42	-15.12
223.80	0.00
224.18	-37.81
224.56	-5.04
224.94	5.04
225.32	73.10
225.70	-65.54
226.08	22.69
226.46	108.38
226.83	20.16
227.21	-52.93
227.59	22.69
227.97	-27.73
228.35	25.21
228.73	78.14
229.11	-15.12
229.49	-78.14
229.87	-110.91
230.25	63.01
230.62	-10.08
231.00	98.30
231.38	7.56
231.76	17.64
232.14	45.37
232.52	-7.56
232.90	98.30
233.28	-5.04
233.65	17.64
234.03	-57.97
234.41	-47.89
234.79	-32.77
235.17	7.56
235.55	20.16
235.92	-7.56
236.30	-47.89
236.68	-68.06
237.06	95.78
237.44	-70.58
237.82	68.06
238.19	75.62
238.57	-32.77
238.95	25.21
239.33	-45.37
239.71	-17.64
240.08	30.25
240.46	32.77
240.84	-40.33
241.22	2.52
241.60	123.51
241.97	15.12
242.35	20.16
242.73	80.66
243.11	40.33
243.48	-45.37
243.86	75.62
244.24	-2.52
244.62	-95.78
244.99	45.37
245.37	60.49
245.75	40.33
246.13	100.82
246.50	60.49
246.88	57.97
247.26	7.56
247.64	-20.16
248.01	-32.77
248.39	95.78
248.77	57.97
249.15	-17.64
249.52	105.86
249.90	-42.85
250.28	73.10
250.65	-20.16
251.03	-70.58
251.41	73.10
251.79	75.62
252.16	0.00
252.54	-37.81
252.92	-103.34
253.29	-60.49
253.67	15.12
254.05	-20.16
254.42	-7.56
254.80	50.41
255.18	52.93
255.55	-5.04
255.93	-63.01
256.31	95.78
256.68	-25.21
257.06	-30.25
257.44	12.60
257.81	-22.69
258.19	5.04
258.56	78.14
258.94	-40.33
259.32	148.71
259.69	55.45
260.07	-25.21
260.45	93.26
260.82	105.86
261.20	103.34
261.57	75.62
261.95	133.59
262.33	50.41
262.70	-52.93
263.08	42.85
263.45	22.69
263.83	35.29
264.21	52.93
264.58	-63.01
264.96	-10.08
265.33	37.81
265.71	55.45
266.08	17.64
266.46	-103.34
266.84	-42.85
267.21	0.00
267.59	25.21
267.96	50.41
268.34	-80.66
268.71	90.74
269.09	15.12
269.46	5.04
269.84	-60.49
270.21	-5.04
270.59	30.25
270.97	-35.29
271.34	-131.07
271.72	78.14
272.09	-42.85
272.47	-7.56
272.84	93.26
273.22	37.81
273.59	2.52
273.97	40.33
274.34	-17.64
274.72	-7.56
275.09	-30.25
275.47	7.56
275.84	103.34
276.21	83.18
276.59	10.08
276.96	-32.77
277.34	40.33
277.71	25.21
278.09	-75.62
278.46	-32.77
278.84	12.60
279.21	-10.08
279.59	80.66
279.96	-98.30
280.33	30.25
280.71	93.26
281.08	5.04
281.46	-93.26
281.83	22.69
282.21	-7.56
282.58	-50.41
282.95	-45.37
283.33	-7.56
283.70	-83.18
284.08	42.85
284.45	80.66
284.82	12.60
285.20	7.56
285.57	-35.29
285.95	-17.64
286.32	93.26
286.69	63.01
287.07	42.85
287.44	52.93
287.82	10.08
288.19	5.04
288.56	2.52
288.94	50.41
289.31	-73.10
289.68	22.69
290.06	2.52
290.43	17.64
290.80	-12.60
291.18	7.56
291.55	-5.04
291.92	27.73
292.30	0.00
292.67	-80.66
293.04	-113.43
293.42	55.45
293.79	17.64
294.16	17.64
294.54	-85.70
294.91	45.37
295.28	-52.93
295.65	-25.21
296.03	5.04
296.40	-30.25
296.77	-32.77
297.15	68.06
297.52	-55.45
297.89	10.08
298.26	131.07
298.64	50.41
299.01	100.82
299.38	-2.52
299.76	75.62
300.13	95.78
300.50	30.25
300.87	-7.56
301.25	12.60
301.62	30.25
301.99	2.52
302.36	0.00
302.73	-20.16
303.11	25.21
303.48	40.33
303.85	-171.40
304.22	115.95
304.60	42.85
304.97	-103.34
305.34	143.67
305.71	-25.21
306.08	2.52
306.46	95.78
306.83	-12.60
307.20	-32.77
307.57	-63.01
307.94	37.81
308.31	52.93
308.69	52.93
309.06	-95.78
309.43	42.85
309.80	50.41
310.17	-42.85
310.54	-42.85
310.92	2.52
311.29	35.29
311.66	-2.52
312.03	12.60
312.40	-60.49
312.77	20.16
313.14	-42.85
313.52	-85.70
313.89	15.12
314.26	120.99
314.63	5.04
315.00	-55.45
315.37	-52.93
315.74	-88.22
316.11	22.69
316.49	-7.56
316.86	45.37
317.23	-90.74
317.60	12.60
317.97	2.52
318.34	123.51
318.71	-55.45
319.08	63.01
319.45	68.06
319.82	17.64
320.19	47.89
320.56	-17.64
320.93	17.64
321.31	73.10
321.68	60.49
322.05	42.85
322.42	-25.21
322.79	-75.62
323.16	0.00
323.53	73.10
323.90	75.62
324.27	20.16
324.64	22.69
325.01	35.29
325.38	95.78
325.75	32.77
326.12	-151.23
326.49	-60.49
326.86	-45.37
327.23	75.62
327.60	-22.69
327.97	108.38
328.34	17.64
328.71	-12.60
329.08	47.89
329.45	30.25
329.82	2.52
330.19	45.37
330.56	-2.52
330.93	-30.25
331.30	37.81
331.67	37.81
332.04	-20.16
332.41	-83.18
332.77	-47.89
333.14	7.56
333.51	37.81
333.88	83.18
334.25	40.33
334.62	5.04
334.99	37.81
335.36	10.08
335.73	32.77
336.10	30.25
336.47	0.00
336.84	-7.56
337.21	32.77
337.57	-25.21
337.94	5.04
338.31	52.93
338.68	35.29
339.05	80.66
339.42	120.99
339.79	-2.52
340.16	-45.37
340.52	-78.14
340.89	17.64
